ArrestYear ,County ,Agency,AgeGroup ,Gender ,RaceCode ,NCICCODE ,NumberOfArrests
2012,Boulder,Boulder PD,18 to 20,Female,African American,MJPossession,1
2012,Boulder,Boulder PD,21 or older,Male,White,MJPossession,49
2012,Boulder,Boulder PD,Under 18,Female,White,MJPossession,3
2012,Boulder,Boulder PD,Under 18,Male,African American,MJPossession,1
2012,Boulder,Boulder PD,Under 18,Male,Hispianic,MJPossession,4
2012,Boulder,Boulder PD,Under 18,Male,White,MJPossession,9
2012,Boulder,Boulder PD,18 to 20,Male,White,MJUnknown,3
2012,Boulder,Boulder PD,21 or older,Female,White,MJUnknown,2
2012,Boulder,Boulder PD,21 or older,Male,Asian,MJUnknown,1
2012,Boulder,Lafayette PD,18 to 20,Female,White,MJPossession,3
2012,Boulder,Lafayette PD,21 or older,Male,White,MJPossession,28
2012,Boulder,Lafayette PD,Under 18,Male,African American,MJPossession,4
2012,Boulder,Lafayette PD,Under 18,Male,Hispianic,MJPossession,12
2012,Boulder,Lafayette PD,Under 18,Male,White,MJPossession,29
2012,Boulder,Lafayette PD,18 to 20,Male,White,MJSales,1
2012,Boulder,Longmont PD,21 or older,Male,African American,MJPossession,3
2012,Boulder,Longmont PD,21 or older,Male,Hispianic,MJPossession,7
2012,Boulder,Longmont PD,Under 18,Female,Hispianic,MJPossession,4
2012,Boulder,University of Colorado Boulder,18 to 20,Female,White,MJPossession,36
2012,Boulder,University of Colorado Boulder,18 to 20,Male,African American,MJPossession,4
2012,Boulder,University of Colorado Boulder,18 to 20,Male,Asian,MJPossession,6
2012,Boulder,University of Colorado Boulder,18 to 20,Male,Hispianic,MJPossession,5
2012,Boulder,University of Colorado Boulder,21 or older,Male,Native American,MJPossession,1
2012,Boulder,University of Colorado Boulder,Under 18,Male,White,MJPossession,5
2012,Boulder,University of Colorado Boulder,18 to 20,Male,African American,MJSales,1
2012,Boulder,University of Colorado Boulder,18 to 20,Male,White,MJSales,3
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,Under 18,Male,African American,MJPossession,3
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,Under 18,Male,Hispianic,MJPossession,11
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,Under 18,Male,White,MJPossession,80
2012,Chaffee,Chaffee County SO,18 to 20,Male,White,MJPossession,2
2012,Chaffee,Chaffee County SO,21 or older,Female,White,MJPossession,1
2012,Chaffee,Chaffee County SO,21 or older,Male,White,MJSales,1
2012,Chaffee,Salida PD,18 to 20,Male,Hispianic,MJPossession,1
2012,Chaffee,Salida PD,18 to 20,Male,White,MJPossession,2
2012,Chaffee,Salida PD,Under 18,Male,White,MJPossession,11
2012,Cheyenne,Cheyenne County SO,21 or older,Male,White,MJPossession,2
2012,Clear Creek,Clear Creek County SO,Under 18,Male,White,MJPossession,3
2012,Denver,Denver PD - CRIMINAL,21 or older,Male,White,MJProduction,9
2012,Denver,Denver PD - CRIMINAL,Under 18,Male,Hispianic,MJProduction,1
2012,Denver,Denver PD - CRIMINAL,18 to 20,Female,Hispianic,MJSales,1
2012,Denver,Denver PD - CRIMINAL,18 to 20,Male,White,MJSales,4
2012,Denver,Denver PD - CRIMINAL,Under 18,Female,African American,MJSales,1
2012,Denver,Denver PD - CRIMINAL,Under 18,Female,White,MJSales,1
2012,Denver,UNIVERSITY OF COLORADO PD - DENVER ANSCHUTZ MEDICAL CAMPUS,21 or older,Female,White,MJPossession,1
2012,Denver,UNIVERSITY OF COLORADO PD - DENVER ANSCHUTZ MEDICAL CAMPUS,Under 18,Male,Hispianic,MJPossession,1
2012,Douglas,Castle Rock PD,18 to 20,Male,Native American,MJPossession,1
2012,Douglas,Castle Rock PD,21 or older,Female,Hispianic,MJPossession,2
2012,Douglas,Castle Rock PD,21 or older,Female,White,MJPossession,8
2012,Douglas,Castle Rock PD,21 or older,Male,African American,MJPossession,2
2012,Douglas,Castle Rock PD,21 or older,Male,Hispianic,MJPossession,4
2012,Douglas,Castle Rock PD,21 or older,Male,White,MJPossession,28
2012,Douglas,Douglas County SO,18 to 20,Female,White,MJPossession,9
2012,Douglas,Douglas County SO,18 to 20,Male,African American,MJPossession,3
2012,Douglas,Douglas County SO,18 to 20,Male,White,MJPossession,53
2012,Douglas,Douglas County SO,21 or older,Female,White,MJUnknown,1
2012,Douglas,Douglas County SO,21 or older,Male,White,MJUnknown,3
2012,Douglas,Lone Tree PD,18 to 20,Female,White,MJPossession,1
2012,Douglas,Lone Tree PD,18 to 20,Male,African American,MJPossession,2
2012,Douglas,Lone Tree PD,18 to 20,Male,Asian,MJPossession,1
2012,Douglas,Lone Tree PD,18 to 20,Male,Hispianic,MJPossession,1
2012,Douglas,Lone Tree PD,18 to 20,Male,White,MJPossession,20
2012,Douglas,Lone Tree PD,Under 18,Female,White,MJPossession,4
2012,Douglas,Parker PD,18 to 20,Male,African American,MJPossession,2
2012,Douglas,Parker PD,18 to 20,Male,Hispianic,MJPossession,2
2012,Douglas,Parker PD,Under 18,Female,White,MJPossession,5
2012,Douglas,Parker PD,Under 18,Male,African American,MJPossession,2
2012,Douglas,Parker PD,Under 18,Male,White,MJPossession,34
2012,Eagle,Avon PD,21 or older,Female,White,MJPossession,7
2012,Eagle,Avon PD,21 or older,Male,African American,MJPossession,2
2012,Eagle,Avon PD,21 or older,Male,White,MJPossession,30
2012,Eagle,Avon PD,Under 18,Male,Hispianic,MJPossession,5
2012,Eagle,Avon PD,21 or older,Male,White,MJSales,2
2012,Eagle,Eagle County SO,18 to 20,Female,Hispianic,MJPossession,1
2012,Eagle,Eagle County SO,18 to 20,Male,White,MJPossession,6
2012,Eagle,Eagle County SO,21 or older,Male,White,MJProduction,2
2012,Eagle,Eagle County SO,18 to 20,Male,Hispianic,MJSales,2
2012,Eagle,Eagle County SO,Under 18,Male,Hispianic,MJSales,1
2012,Eagle,Eagle PD,Under 18,Male,Hispianic,MJPossession,6
2012,Eagle,Minturn PD,18 to 20,Male,Hispianic,MJPossession,1
2012,Eagle,Vail PD,18 to 20,Male,Hispianic,MJPossession,1
2012,Eagle,Vail PD,18 to 20,Male,White,MJPossession,6
2012,Eagle,Vail PD,21 or older,Female,White,MJUnknown,1
2012,Eagle,Vail PD,21 or older,Male,Hispianic,MJUnknown,2
2012,El Paso,Colorado Springs PD,21 or older,Female,African American,MJPossession,4
2012,El Paso,Colorado Springs PD,21 or older,Female,Hispianic,MJPossession,6
2012,El Paso,Colorado Springs PD,21 or older,Female,White,MJPossession,17
2012,El Paso,Colorado Springs PD,21 or older,Male,Hispianic,MJPossession,15
2012,El Paso,Colorado Springs PD,21 or older,Male,White,MJPossession,92
2012,El Paso,Colorado Springs PD,Under 18,Male,Hispianic,MJPossession,20
2012,El Paso,Colorado Springs PD,18 to 20,Male,White,MJProduction,2
2012,El Paso,Colorado Springs PD,21 or older,Male,African American,MJSales,3
2012,El Paso,Colorado Springs PD,21 or older,Male,White,MJSales,13
2012,El Paso,El Paso County SO,18 to 20,Male,Hispianic,MJPossession,1
2012,El Paso,El Paso County SO,18 to 20,Male,White,MJPossession,9
2012,El Paso,El Paso County SO,Under 18,Male,Hispianic,MJPossession,1
2012,El Paso,El Paso County SO,Under 18,Male,White,MJSmuggle,2
2012,El Paso,El Paso County SO,21 or older,Male,African American,MJUnknown,3
2012,El Paso,El Paso County SO,21 or older,Male,Hispianic,MJUnknown,1
2012,El Paso,El Paso County SO,21 or older,Male,White,MJUnknown,22
2012,El Paso,Fountain PD,18 to 20,Female,African American,MJPossession,2
2012,El Paso,Fountain PD,18 to 20,Female,White,MJPossession,11
2012,El Paso,Fountain PD,18 to 20,Male,African American,MJPossession,6
2012,El Paso,Fountain PD,18 to 20,Male,Hispianic,MJPossession,4
2012,El Paso,Fountain PD,18 to 20,Male,White,MJPossession,30
2012,El Paso,Fountain PD,Under 18,Female,White,MJPossession,7
2012,El Paso,Fountain PD,Under 18,Male,Asian,MJPossession,1
2012,El Paso,Fountain PD,18 to 20,Male,White,MJSales,1
2012,El Paso,Fountain PD,21 or older,Female,White,MJUnknown,1
2012,El Paso,Fountain PD,21 or older,Male,White,MJUnknown,1
2012,El Paso,Manitou Springs PD,21 or older,Female,White,MJPossession,5
2012,Arapahoe,Englewood PD,21 or older,Male,Hispianic,MJPossession,22
2012,Arapahoe,Englewood PD,21 or older,Male,White,MJPossession,102
2012,Arapahoe,Englewood PD,Under 18,Female,White,MJPossession,6
2012,Arapahoe,Englewood PD,21 or older,Male,White,MJSales,1
2012,Arapahoe,Greenwood Village PD,18 to 20,Female,African American,MJPossession,1
2012,Arapahoe,Greenwood Village PD,18 to 20,Female,White,MJPossession,8
2012,Arapahoe,Greenwood Village PD,21 or older,Male,White,MJPossession,45
2012,Arapahoe,Greenwood Village PD,Under 18,Male,Asian,MJPossession,1
2012,Arapahoe,Greenwood Village PD,18 to 20,Male,White,MJSales,1
2012,Arapahoe,Littleton PD,18 to 20,Female,Hispianic,MJPossession,1
2012,Arapahoe,Littleton PD,18 to 20,Female,White,MJPossession,6
2012,Arapahoe,Littleton PD,18 to 20,Male,Asian,MJPossession,1
2012,Arapahoe,Littleton PD,21 or older,Male,White,MJPossession,39
2012,Arapahoe,Littleton PD,Under 18,Male,African American,MJPossession,2
2012,Arapahoe,Littleton PD,18 to 20,Male,White,MJUnknown,1
2012,Archuleta,Pagosa Springs PD,Under 18,Male,White,MJPossession,5
2012,Baca,Baca County SO,21 or older,Female,White,MJPossession,2
2012,Baca,Baca County SO,21 or older,Male,White,MJSales,1
2012,Baca,Campo PD,21 or older,Male,White,MJPossession,6
2012,Boulder,Boulder PD,21 or older,Female,White,MJPossession,10
2012,Boulder,Boulder PD,Under 18,Male,Unknown,MJPossession,1
2012,Boulder,Boulder PD,18 to 20,Female,White,MJUnknown,2
2012,Boulder,Lafayette PD,21 or older,Female,African American,MJPossession,1
2012,Boulder,Lafayette PD,21 or older,Female,White,MJPossession,6
2012,Boulder,Longmont PD,18 to 20,Male,Hispianic,MJPossession,8
2012,Boulder,Longmont PD,18 to 20,Male,White,MJPossession,2
2012,Boulder,Longmont PD,Under 18,Male,White,MJPossession,10
2012,Boulder,University of Colorado Boulder,21 or older,Male,Hispianic,MJPossession,1
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,18 to 20,Male,Native American,MJPossession,1
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,21 or older,Female,White,MJPossession,19
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,21 or older,Male,African American,MJPossession,2
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,21 or older,Male,Hispianic,MJPossession,5
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,Under 18,Female,African American,MJPossession,1
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,Under 18,Female,Hispianic,MJPossession,2
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,Under 18,Female,White,MJPossession,15
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,18 to 20,Female,Hispianic,MJSales,1
2012,Broomfield,BROOMFIELD POLICE DEPARTMENT,21 or older,Male,White,MJSales,2
2012,Chaffee,Buena Vista PD,18 to 20,Male,White,MJPossession,1
2012,Chaffee,Chaffee County SO,18 to 20,Female,White,MJPossession,1
2012,Chaffee,Salida PD,21 or older,Male,African American,MJPossession,1
2012,Chaffee,Salida PD,21 or older,Male,White,MJPossession,8
2012,Clear Creek,Clear Creek County SO,21 or older,Male,White,MJPossession,19
2012,Clear Creek,Idaho Springs PD,Under 18,Male,White,MJPossession,3
2012,Conejos,SO CONEJOS COUNTY,Under 18,Female,White,MJPossession,1
2012,Delta,Delta PD,18 to 20,Male,White,MJPossession,3
2012,Delta,Delta PD,21 or older,Female,Hispianic,MJPossession,1
2012,Denver,Denver PD - CRIMINAL,18 to 20,Male,Hispianic,MJPossession,1
2012,Denver,Denver PD - CRIMINAL,18 to 20,Male,White,MJPossession,1
2012,Denver,Denver PD - CRIMINAL,21 or older,Female,African American,MJPossession,1
2012,Denver,Denver PD - CRIMINAL,21 or older,Female,Hispianic,MJPossession,1
2012,Denver,Denver PD - CRIMINAL,Under 18,Male,White,MJPossession,2
2012,Denver,Denver PD - CRIMINAL,21 or older,Female,Hispianic,MJProduction,1
2012,Denver,Denver PD - CRIMINAL,Under 18,Female,Hispianic,MJSales,1
2012,Denver,UNIVERSITY OF COLORADO PD - DENVER ANSCHUTZ MEDICAL CAMPUS,21 or older,Female,Hispianic,MJPossession,1
2012,Douglas,Castle Rock PD,Under 18,Female,Hispianic,MJPossession,1
2012,Douglas,Castle Rock PD,21 or older,Male,White,MJSales,2
2012,Douglas,Douglas County SO,18 to 20,Male,Hispianic,MJPossession,2
2012,Douglas,Douglas County SO,21 or older,Male,Asian,MJPossession,3
2012,Douglas,Douglas County SO,Under 18,Male,White,MJPossession,88
2012,Douglas,Lone Tree PD,18 to 20,Female,Hispianic,MJPossession,1
2012,Douglas,Lone Tree PD,Under 18,Male,White,MJPossession,9
2012,Douglas,Parker PD,18 to 20,Female,White,MJPossession,5
2012,Douglas,Parker PD,Under 18,Male,Hispianic,MJPossession,1
2012,Eagle,Avon PD,18 to 20,Female,White,MJPossession,2
2012,Eagle,Avon PD,18 to 20,Male,Hispianic,MJPossession,4
2012,Eagle,Avon PD,Under 18,Male,White,MJPossession,1
2012,Eagle,Eagle County SO,Under 18,Male,Asian,MJPossession,1
2012,Eagle,Eagle County SO,Under 18,Male,Hispianic,MJUnknown,2
2012,Eagle,Eagle County SO,Under 18,Male,White,MJUnknown,1
2012,Eagle,Eagle PD,18 to 20,Male,White,MJPossession,3
2012,Eagle,Eagle PD,Under 18,Male,White,MJPossession,4
2012,Eagle,Vail PD,18 to 20,Female,Asian,MJPossession,1
2012,Denver,Denver PD - CRIMINAL,18 to 20,Male,African American,MJPossession,1
