ArrestYear ,County ,Agency,AgeGroup ,Gender ,RaceCode ,NCICCODE ,NumberOfArrests
2015,Douglas,Douglas County SO,Under 18,Female,White,MJPossession,12
2015,Douglas,Douglas County SO,Under 18,Male,White,MJPossession,53
2015,Douglas,Lone Tree PD,Under 18,Female,White,MJPossession,1
2015,Douglas,Lone Tree PD,Under 18,Male,Hispianic,MJPossession,1
2015,Douglas,Lone Tree PD,Under 18,Male,White,MJPossession,2
2015,Douglas,Parker PD,18 to 20,Male,Hispianic,MJPossession,1
2015,Douglas,Parker PD,Under 18,Male,White,MJPossession,23
2015,Eagle,Avon PD,18 to 20,Female,White,MJPossession,1
2015,Eagle,Avon PD,18 to 20,Male,Hispianic,MJUnknown,4
2015,Eagle,Avon PD,Under 18,Female,White,MJUnknown,1
2015,Eagle,Avon PD,Under 18,Male,Hispianic,MJUnknown,1
2015,Eagle,Eagle County SO,18 to 20,Male,Hispianic,MJPossession,2
2015,Eagle,Eagle County SO,Under 18,Male,White,MJPossession,5
2015,Eagle,Gypsum PD,18 to 20,Male,Hispianic,MJPossession,1
2015,Eagle,Gypsum PD,Under 18,Male,Hispianic,MJPossession,6
2015,Eagle,Gypsum PD,Under 18,Male,White,MJPossession,1
2015,Crowley,Crowley County SO,18 to 20,Male,White,MJPossession,1
2015,Custer,Custer County SO,Under 18,Female,White,MJUnknown,1
2015,Denver,Denver PD - CRIMINAL,18 to 20,Male,Unknown,MJPossession,3
2015,Denver,Denver PD - CRIMINAL,21 or older,Male,Hispianic,MJPossession,83
2015,Denver,Denver PD - CRIMINAL,Under 18,Female,Hispianic,MJPossession,36
2015,Denver,Denver PD - CRIMINAL,21 or older,Male,African American,MJProduction,1
2015,Denver,Denver PD - CRIMINAL,21 or older,Male,Hispianic,MJProduction,1
2015,Denver,Denver PD - CRIMINAL,18 to 20,Female,African American,MJSales,1
2015,Denver,Denver PD - CRIMINAL,21 or older,Female,Unknown,MJSales,1
2015,Denver,Denver PD - CRIMINAL,21 or older,Male,Hispianic,MJSales,8
2015,Denver,Denver PD - CRIMINAL,Under 18,Male,Hispianic,MJSales,2
2015,Douglas,Castle Rock PD,18 to 20,Female,Hispianic,MJPossession,2
2015,Douglas,Castle Rock PD,18 to 20,Male,Asian,MJPossession,1
2015,Douglas,Castle Rock PD,21 or older,Male,White,MJPossession,1
2015,Douglas,Castle Rock PD,Under 18,Female,White,MJPossession,9
2015,Douglas,Castle Rock PD,Under 18,Male,Hispianic,MJPossession,1
2015,Douglas,Douglas County SO,Under 18,Male,White,MJUnknown,1
2015,Douglas,Lone Tree PD,18 to 20,Male,African American,MJPossession,1
2015,La Plata,Durango PD,18 to 20,Male,White,MJPossession,1
2015,La Plata,Durango PD,21 or older,Female,White,MJUnknown,2
2015,La Plata,Durango PD,Under 18,Male,Hispianic,MJUnknown,1
2015,La Plata,Durango PD,Under 18,Male,White,MJUnknown,1
2015,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Female,African American,MJUnknown,1
2015,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Female,Hispianic,MJUnknown,1
2015,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Male,Hispianic,MJUnknown,1
2015,Larimer,Fort Collins PD,21 or older,Female,White,MJPossession,5
2015,Larimer,Fort Collins PD,Under 18,Male,African American,MJPossession,7
2015,Jefferson,Jefferson County SO,21 or older,Male,White,MJPossession,19
2015,Jefferson,Jefferson County SO,Under 18,Female,White,MJPossession,15
2015,Jefferson,Jefferson County SO,Under 18,Male,Asian,MJPossession,1
2015,Jefferson,Jefferson County SO,Under 18,Male,Hispianic,MJPossession,4
2015,Jefferson,Jefferson County SO,Under 18,Male,White,MJPossession,78
2015,Jefferson,Lakewood PD,18 to 20,Female,White,MJPossession,4
2015,Jefferson,Lakewood PD,Under 18,Female,Hispianic,MJPossession,11
2015,Jefferson,Lakewood PD,Under 18,Female,White,MJPossession,27
2015,Jefferson,Lakewood PD,21 or older,Male,White,MJProduction,2
2015,Jefferson,Lakewood PD,18 to 20,Male,White,MJUnknown,9
2015,Jefferson,Lakewood PD,21 or older,Female,Hispianic,MJUnknown,2
2015,Jefferson,Lakewood PD,21 or older,Female,White,MJUnknown,1
2015,Jefferson,Red Rocks PD,Under 18,Male,White,MJPossession,1
2015,Jefferson,Wheat Ridge PD,18 to 20,Male,Hispianic,MJPossession,1
2015,Kit Carson,Kit Carson County SO,18 to 20,Female,Hispianic,MJPossession,1
2015,Kit Carson,Kit Carson County SO,21 or older,Male,White,MJPossession,2
2015,Kit Carson,Kit Carson County SO,Under 18,Female,Hispianic,MJPossession,1
2015,La Plata,Durango PD,18 to 20,Male,Hispianic,MJPossession,2
2015,La Plata,Durango PD,Under 18,Male,White,MJPossession,3
2015,La Plata,Durango PD,21 or older,Male,Hispianic,MJUnknown,3
2015,La Plata,Durango PD,21 or older,Male,White,MJUnknown,6
2015,La Plata,Durango PD,Under 18,Female,White,MJUnknown,1
2015,La Plata,Fort Lewis College PD,18 to 20,Male,Native American,MJPossession,5
2015,La Plata,PD BAYFIELD,Under 18,Male,White,MJPossession,2
2015,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Female,Hispianic,MJPossession,1
2015,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Male,Hispianic,MJPossession,1
2015,Larimer,Fort Collins PD,18 to 20,Male,African American,MJPossession,2
2015,Larimer,Fort Collins PD,18 to 20,Male,Hispianic,MJPossession,2
2015,Larimer,Fort Collins PD,18 to 20,Male,White,MJPossession,25
2015,Larimer,Fort Collins PD,21 or older,Male,Hispianic,MJSales,1
2015,Larimer,Fort Collins PD,Under 18,Female,White,MJSales,1
2015,Larimer,Fort Collins PD,21 or older,Male,White,MJUnknown,12
2015,Larimer,Fort Collins PD,Under 18,Female,White,MJUnknown,2
2015,Larimer,Larimer County SO,18 to 20,Male,Hispianic,MJPossession,1
2015,Larimer,Larimer County SO,18 to 20,Male,White,MJPossession,1
2015,Larimer,Larimer County SO,21 or older,Male,White,MJUnknown,5
2015,Larimer,Larimer County SO,Under 18,Female,White,MJUnknown,1
2015,Larimer,Loveland PD,18 to 20,Female,White,MJPossession,11
2015,Larimer,Loveland PD,18 to 20,Male,Asian,MJPossession,1
2015,Larimer,Loveland PD,21 or older,Male,White,MJPossession,3
2015,Larimer,Loveland PD,Under 18,Male,African American,MJPossession,2
2015,Larimer,Loveland PD,18 to 20,Male,Hispianic,MJSales,1
2015,Larimer,Loveland PD,18 to 20,Male,White,MJSales,2
2015,Larimer,Loveland PD,18 to 20,Male,African American,MJUnknown,1
2015,Logan,Logan County SO,18 to 20,Female,African American,MJPossession,1
2015,Logan,Sterling PD,18 to 20,Female,African American,MJPossession,2
2015,Logan,Sterling PD,18 to 20,Female,White,MJPossession,2
2015,Logan,Sterling PD,Under 18,Male,Hispianic,MJPossession,3
2015,Logan,Sterling PD,Under 18,Male,White,MJPossession,3
2015,Mesa,Fruita PD,21 or older,Male,Hispianic,MJProduction,1
2015,Mesa,Fruita PD,Under 18,Male,Hispianic,MJSales,1
2015,Mesa,Fruita PD,Under 18,Male,Hispianic,MJUnknown,3
2015,Mesa,Grand Junction PD,18 to 20,Female,African American,MJPossession,2
2015,Mesa,Grand Junction PD,18 to 20,Female,Hispianic,MJPossession,3
2015,Mesa,Grand Junction PD,18 to 20,Female,White,MJPossession,19
2015,Mesa,Grand Junction PD,21 or older,Male,African American,MJPossession,1
2015,Mesa,Grand Junction PD,21 or older,Male,White,MJPossession,18
2015,Mesa,Grand Junction PD,Under 18,Female,Native Hawaiian / Pacific Ilandar,MJPossession,1
2015,Mesa,Grand Junction PD,Under 18,Female,White,MJPossession,23
2015,Mesa,Grand Junction PD,21 or older,Male,African American,MJProduction,2
2015,Mesa,Grand Junction PD,21 or older,Male,White,MJProduction,3
2015,Mesa,Grand Junction PD,18 to 20,Male,African American,MJUnknown,2
2015,Mesa,Grand Junction PD,18 to 20,Male,White,MJUnknown,9
2015,Mesa,Grand Junction PD,21 or older,Female,White,MJUnknown,3
2015,Mesa,Grand Junction PD,21 or older,Male,Asian,MJUnknown,1
2015,Mesa,Mesa County SO,18 to 20,Female,White,MJPossession,5
2015,Mesa,Mesa County SO,21 or older,Male,Native American,MJPossession,1
2015,Mesa,Mesa County SO,Under 18,Male,Hispianic,MJPossession,4
2015,Mesa,Mesa County SO,Under 18,Male,White,MJPossession,17
2015,Mesa,Mesa County SO,21 or older,Female,White,MJSales,1
2015,Mesa,Mesa County SO,Under 18,Male,Asian,MJUnknown,1
2015,Mesa,Palisade PD,18 to 20,Male,White,MJPossession,2
2015,Moffat,Moffat County SO,Under 18,Female,Hispianic,MJPossession,2
2015,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Female,Asian,MJPossession,1
2015,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Female,White,MJUnknown,3
2015,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Male,Asian,MJUnknown,1
2015,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Male,White,MJUnknown,13
2015,Larimer,Fort Collins PD,21 or older,Male,White,MJPossession,21
2015,Larimer,Fort Collins PD,Under 18,Female,Hispianic,MJPossession,5
2015,Larimer,Fort Collins PD,Under 18,Female,White,MJPossession,15
2015,Larimer,Fort Collins PD,21 or older,Male,White,MJProduction,5
2015,Larimer,Fort Collins PD,18 to 20,Male,Hispianic,MJUnknown,1
2015,Larimer,Fort Collins PD,Under 18,Male,White,MJUnknown,2
2015,Larimer,Larimer County SO,21 or older,Male,African American,MJPossession,1
2016,Adams,Thornton PD,21 or older,Male,White,MJPossession,11
2016,Adams,Thornton PD,Under 18,Female,African American,MJPossession,1
2016,Adams,Thornton PD,Under 18,Female,White,MJPossession,23
2016,Adams,Thornton PD,18 to 20,Male,Hispianic,MJSales,1
2016,Adams,Thornton PD,Under 18,Male,Hispianic,MJSales,2
2016,Adams,Thornton PD,18 to 20,Male,Hispianic,MJUnknown,3
2016,Adams,Westminster PD,18 to 20,Male,White,MJPossession,8
2016,Adams,Westminster PD,21 or older,Male,White,MJUnknown,2
2016,Alamosa,Adams State College,18 to 20,Male,Hispianic,MJPossession,1
2016,Alamosa,Adams State College,18 to 20,Male,White,MJPossession,2
2016,Arapahoe,Araphaoe County SO,18 to 20,Female,White,MJUnknown,1
2016,Arapahoe,Aurora PD,18 to 20,Male,African American,MJPossession,30
2016,Arapahoe,Aurora PD,18 to 20,Male,White,MJPossession,12
2016,Arapahoe,Aurora PD,21 or older,Female,African American,MJPossession,4
2016,Arapahoe,Aurora PD,21 or older,Female,Hispianic,MJPossession,4
2016,Arapahoe,Aurora PD,21 or older,Male,Asian,MJProduction,18
2016,Arapahoe,Aurora PD,21 or older,Male,Hispianic,MJSales,4
2016,Arapahoe,Centennial PD,18 to 20,Male,Native American,MJPossession,1
2015,Moffat,PD CRAIG,18 to 20,Female,White,MJPossession,3
2015,Montezuma,Cortez PD,Under 18,Male,White,MJPossession,1
2015,Montezuma,PD MANCOS - RETIRED,21 or older,Male,White,MJPossession,1
2015,Montrose,MONTROSE COUNTY SHERIFF,18 to 20,Female,Hispianic,MJPossession,1
2015,Montrose,Montrose PD,Under 18,Female,White,MJPossession,7
2015,Montrose,Montrose PD,Under 18,Male,Hispianic,MJPossession,1
2015,Montrose,Montrose PD,Under 18,Male,White,MJPossession,13
2015,Morgan,Brush PD,18 to 20,Male,Hispianic,MJPossession,1
2015,Morgan,Fort Morgan PD,Under 18,Female,Hispianic,MJPossession,2
2015,Prowers,Prowers County SO,18 to 20,Female,Hispianic,MJPossession,1
2015,Pueblo,Pueblo County SO,18 to 20,Male,Hispianic,MJPossession,4
2015,Pueblo,Pueblo County SO,18 to 20,Male,White,MJPossession,2
2015,Pueblo,Pueblo County SO,21 or older,Female,Hispianic,MJPossession,3
2015,Pueblo,Pueblo County SO,21 or older,Female,White,MJPossession,1
2015,Rio Blanco,Rangely PD,18 to 20,Female,White,MJPossession,1
2015,Rio Blanco,Rangely PD,Under 18,Male,Hispianic,MJPossession,1
2015,Rio Blanco,Rangely PD,Under 18,Male,White,MJPossession,2
2015,Rio Blanco,Rio Blanco County SO,21 or older,Male,White,MJPossession,1
2015,Routt,Steamboat Springs PD,18 to 20,Male,Hispianic,MJPossession,1
2015,Routt,Steamboat Springs PD,Under 18,Male,White,MJPossession,4
2015,Routt,Steamboat Springs PD,21 or older,Male,White,MJUnknown,1
2015,Summit,Breckenridge PD,18 to 20,Male,White,MJPossession,8
2015,Summit,Breckenridge PD,21 or older,Male,White,MJUnknown,6
2015,Summit,Dillion PD,18 to 20,Female,White,MJPossession,1
2015,Summit,Summit County SO,Under 18,Female,Hispianic,MJPossession,2
2015,Teller,Cripple Creek PD,Under 18,Female,White,MJPossession,2
2015,Teller,Cripple Creek PD,Under 18,Male,Hispianic,MJPossession,1
2015,Teller,Cripple Creek PD,18 to 20,Male,White,MJUnknown,1
2015,Teller,Teller County SO,21 or older,Female,White,MJSales,1
2015,Teller,Teller County SO,21 or older,Male,White,MJUnknown,2
2015,Weld,DPS - UNIVERSITY OF NORTHERN COLORADO - GREELEY,18 to 20,Female,African American,MJPossession,1
2015,Weld,DPS - UNIVERSITY OF NORTHERN COLORADO - GREELEY,18 to 20,Female,Hispianic,MJPossession,4
2015,Weld,Erie PD,18 to 20,Male,Hispianic,MJPossession,2
2015,Weld,Erie PD,18 to 20,Male,White,MJPossession,7
2015,Weld,Evans PD,Under 18,Female,African American,MJPossession,1
2015,Weld,Evans PD,Under 18,Female,White,MJPossession,2
2015,Weld,Evans PD,Under 18,Male,Hispianic,MJPossession,2
2015,Weld,Firestone PD,18 to 20,Female,White,MJPossession,1
2015,Weld,Firestone PD,Under 18,Male,Hispianic,MJPossession,5
2015,Weld,Fort Lupton PD,18 to 20,Female,Hispianic,MJPossession,2
2015,Weld,Fort Lupton PD,Under 18,Female,White,MJPossession,2
2015,Weld,Fort Lupton PD,Under 18,Male,Hispianic,MJPossession,3
2015,Weld,Frederick PD,18 to 20,Male,White,MJPossession,2
2015,Weld,Greeley PD,18 to 20,Female,White,MJPossession,3
2015,Weld,Greeley PD,18 to 20,Male,African American,MJPossession,1
2015,Weld,Greeley PD,Under 18,Male,White,MJPossession,40
2015,Weld,Greeley PD,18 to 20,Male,White,MJSales,1
2015,Weld,Lochbuie PD,Under 18,Female,White,MJPossession,1
2015,Weld,Mead PD,18 to 20,Female,White,MJPossession,1
2015,Weld,Mead PD,Under 18,Male,White,MJSales,1
2015,Weld,Milliken PD,Under 18,Female,Hispianic,MJPossession,1
2015,Weld,Milliken PD,Under 18,Female,White,MJPossession,2
2015,Weld,Weld County SO,Under 18,Female,White,MJPossession,6
2015,Weld,Weld County SO,Under 18,Male,Hispianic,MJPossession,5
2016,#NULL,Colorado State Patrol,Under 18,Male,Hispianic,MJPossession,14
2016,#NULL,Colorado State Patrol,Under 18,Male,White,MJPossession,21
2016,Adams,Adams County SO,18 to 20,Male,African American,MJPossession,1
2016,Adams,Adams County SO,18 to 20,Male,White,MJPossession,14
2016,Adams,Adams County SO,21 or older,Male,Hispianic,MJSales,1
2016,Adams,Adams County SO,21 or older,Male,White,MJUnknown,1
2016,Adams,Brighton PD,18 to 20,Female,African American,MJPossession,1
2016,Adams,Brighton PD,18 to 20,Female,Hispianic,MJPossession,2
2016,Adams,Brighton PD,Under 18,Female,White,MJPossession,8
2016,Adams,Brighton PD,Under 18,Male,Hispianic,MJPossession,19
2016,Adams,Brighton PD,18 to 20,Male,Hispianic,MJUnknown,7
2016,Adams,Commerce City PD,18 to 20,Male,Hispianic,MJPossession,9
2016,Adams,Commerce City PD,18 to 20,Male,White,MJPossession,5
2016,Adams,Commerce City PD,Under 18,Male,White,MJPossession,6
2016,Adams,Federal Heights PD,18 to 20,Male,Unknown,MJPossession,1
2016,Adams,Federal Heights PD,21 or older,Male,Hispianic,MJPossession,1
2016,Adams,Federal Heights PD,Under 18,Female,Hispianic,MJPossession,3
2016,Adams,Northglenn PD,18 to 20,Male,Unknown,MJPossession,1
2016,Adams,Northglenn PD,Under 18,Female,Hispianic,MJPossession,2
2016,Adams,Northglenn PD,Under 18,Male,Asian,MJPossession,1
2015,Weld,Evans PD,Under 18,Male,White,MJPossession,1
2015,Weld,Evans PD,21 or older,Male,Hispianic,MJProduction,1
2015,Weld,Firestone PD,18 to 20,Male,Hispianic,MJPossession,1
2015,Weld,Firestone PD,Under 18,Female,White,MJPossession,1
2015,Weld,Firestone PD,Under 18,Male,White,MJPossession,3
2015,Weld,Greeley PD,21 or older,Female,White,MJPossession,1
2016,Arapahoe,Greenwood Village PD,Under 18,Male,Hispianic,MJPossession,1
2016,Arapahoe,Greenwood Village PD,Under 18,Male,White,MJPossession,13
2016,Arapahoe,Littleton PD,Under 18,Male,Hispianic,MJPossession,11
2016,Arapahoe,Littleton PD,Under 18,Male,White,MJPossession,8
2016,Arapahoe,Sheridan PD,Under 18,Female,White,MJPossession,1
2016,Baca,Springfield PD,21 or older,Male,White,MJSales,1
2016,Boulder,Boulder County SO,18 to 20,Female,White,MJPossession,2
2016,Boulder,Boulder County SO,21 or older,Male,African American,MJPossession,2
2016,Boulder,Boulder County SO,21 or older,Male,White,MJPossession,1
2016,Boulder,Boulder County SO,Under 18,Female,Hispianic,MJPossession,7
2016,Boulder,Boulder County SO,Under 18,Female,White,MJPossession,1
2016,Boulder,Boulder PD,18 to 20,Male,African American,MJUnknown,1
2016,Boulder,Boulder PD,18 to 20,Male,Hispianic,MJUnknown,3
2016,Boulder,Boulder PD,21 or older,Female,White,MJUnknown,1
2016,Boulder,Lafayette PD,Under 18,Female,Hispianic,MJPossession,1
2016,Boulder,Lafayette PD,Under 18,Female,White,MJPossession,6
2016,Boulder,Lafayette PD,Under 18,Male,African American,MJUnknown,1
2016,Boulder,Longmont PD,21 or older,Female,White,MJPossession,4
2016,Boulder,Longmont PD,Under 18,Female,African American,MJPossession,1
2016,Boulder,Louisville PD,18 to 20,Male,White,MJPossession,8
2016,Boulder,Louisville PD,21 or older,Female,White,MJPossession,1
2016,Boulder,Louisville PD,21 or older,Male,Hispianic,MJPossession,2
2016,Boulder,Louisville PD,21 or older,Male,White,MJSales,1
2016,Boulder,Louisville PD,21 or older,Male,White,MJUnknown,3
2016,Arapahoe,Aurora PD,Under 18,Male,Hispianic,MJUnknown,1
2016,Arapahoe,Centennial PD,21 or older,Male,Hispianic,MJPossession,1
2016,Arapahoe,Englewood PD,21 or older,Male,African American,MJPossession,2
2016,Arapahoe,Englewood PD,21 or older,Male,White,MJPossession,24
2016,Arapahoe,Greenwood Village PD,21 or older,Male,White,MJPossession,1
2016,Arapahoe,Littleton PD,21 or older,Female,Hispianic,MJPossession,1
2016,Arapahoe,Littleton PD,21 or older,Male,White,MJPossession,3
2016,Arapahoe,Littleton PD,Under 18,Male,African American,MJPossession,1
2016,Arapahoe,Sheridan PD,18 to 20,Male,Hispianic,MJPossession,3
2016,Arapahoe,Sheridan PD,Under 18,Male,Hispianic,MJPossession,2
2016,Arapahoe,Sheridan PD,Under 18,Male,White,MJPossession,5
2016,Archuleta,Pagosa Springs PD,Under 18,Female,Native American,MJPossession,1
2016,Archuleta,Pagosa Springs PD,Under 18,Male,Native American,MJPossession,1
2016,Boulder,Boulder County SO,21 or older,Female,White,MJPossession,1
2016,Boulder,Boulder County SO,Under 18,Male,African American,MJPossession,1
2016,Boulder,Boulder County SO,Under 18,Male,Hispianic,MJPossession,4
2016,Boulder,Boulder County SO,Under 18,Male,White,MJPossession,15
2016,Boulder,Boulder PD,18 to 20,Male,Hispianic,MJSales,1
2016,Boulder,Boulder PD,Under 18,Male,White,MJSales,1
2016,Boulder,Boulder PD,Under 18,Male,Hispianic,MJUnknown,1
2016,Boulder,Lafayette PD,Under 18,Male,Native American,MJPossession,1
2016,Boulder,Longmont PD,21 or older,Female,Hispianic,MJPossession,1
2016,Boulder,Longmont PD,21 or older,Male,Hispianic,MJPossession,2
2016,Boulder,Longmont PD,21 or older,Male,Unknown,MJPossession,1
2016,Boulder,Longmont PD,21 or older,Male,White,MJPossession,1
2016,Boulder,Longmont PD,Under 18,Female,Hispianic,MJProduction,2
2016,Boulder,Louisville PD,Under 18,Female,African American,MJPossession,1
2016,Boulder,Louisville PD,Under 18,Female,Native Hawaiian / Pacific Ilandar,MJPossession,1
2016,Boulder,Louisville PD,Under 18,Female,White,MJPossession,2
2016,Boulder,Louisville PD,Under 18,Male,White,MJPossession,4
2016,Boulder,University of Colorado Boulder,18 to 20,Male,African American,MJPossession,5
2016,Boulder,University of Colorado Boulder,18 to 20,Male,Hispianic,MJPossession,8
2016,Boulder,University of Colorado Boulder,Under 18,Male,White,MJPossession,2
2016,Broomfield,BROOMFIELD POLICE DEPARTMENT,21 or older,Male,Hispianic,MJPossession,1
2016,Broomfield,BROOMFIELD POLICE DEPARTMENT,Under 18,Female,Asian,MJPossession,1
2016,Chaffee,Chaffee County SO,18 to 20,Female,White,MJPossession,1
2016,Chaffee,Chaffee County SO,18 to 20,Male,White,MJPossession,2
2016,Delta,Delta County SO,Under 18,Male,Native American,MJPossession,1
2016,Delta,Delta PD,18 to 20,Female,White,MJPossession,1
2016,Delta,Delta PD,18 to 20,Male,White,MJPossession,1
2016,Delta,Hotchkiss PD,Under 18,Male,White,MJPossession,2
2016,Denver,AURARIA DEPARTMENT OF PUBLIC SAFETY,21 or older,Female,White,MJPossession,1
2016,Denver,Denver PD - CRIMINAL,21 or older,Female,African American,MJPossession,3
2016,Denver,Denver PD - CRIMINAL,21 or older,Female,Hispianic,MJPossession,3
2016,Denver,Denver PD - CRIMINAL,21 or older,Female,Unknown,MJPossession,2
2016,Denver,Denver PD - CRIMINAL,21 or older,Male,African American,MJPossession,47
2016,Denver,Denver PD - CRIMINAL,21 or older,Male,Asian,MJPossession,1
2016,Denver,Denver PD - CRIMINAL,21 or older,Male,Unknown,MJPossession,2
2016,Denver,Denver PD - CRIMINAL,21 or older,Male,White,MJPossession,124
2016,Denver,Denver PD - CRIMINAL,Under 18,Male,African American,MJPossession,36
2016,Denver,Denver PD - CRIMINAL,Under 18,Male,Unknown,MJPossession,3
2016,Denver,Denver PD - CRIMINAL,18 to 20,Male,White,MJProduction,1
2016,Denver,Denver PD - CRIMINAL,Under 18,Female,African American,MJProduction,1
2016,Denver,Denver PD - CRIMINAL,21 or older,Male,Unknown,MJSales,1
2016,Douglas,Castle Rock PD,18 to 20,Male,Hispianic,MJPossession,2
2016,Douglas,Castle Rock PD,Under 18,Male,Hispianic,MJPossession,3
2016,Douglas,Castle Rock PD,Under 18,Male,White,MJPossession,16
2016,Douglas,Castle Rock PD,21 or older,Female,White,MJSales,1
2016,Douglas,Douglas County SO,21 or older,Male,African American,MJPossession,1
2016,Douglas,Douglas County SO,21 or older,Male,White,MJPossession,2
2016,Douglas,Douglas County SO,Under 18,Female,Native American,MJPossession,1
2016,Douglas,Douglas County SO,18 to 20,Male,White,MJUnknown,1
2016,Douglas,Parker PD,18 to 20,Female,White,MJPossession,3
2016,Douglas,Parker PD,18 to 20,Male,White,MJPossession,14
2016,Douglas,Parker PD,Under 18,Male,White,MJUnknown,1
2016,Eagle,Avon PD,21 or older,Male,Hispianic,MJUnknown,3
2016,Eagle,Avon PD,21 or older,Male,White,MJUnknown,1
2016,Eagle,Eagle County SO,18 to 20,Female,White,MJPossession,1
2016,Eagle,Eagle County SO,18 to 20,Male,Native American,MJPossession,1
2016,Jefferson,Edgewater PD,Under 18,Female,Hispianic,MJPossession,2
2016,Jefferson,Golden PD,21 or older,Male,White,MJPossession,2
2016,Jefferson,Jefferson County SO,21 or older,Male,Hispianic,MJPossession,2
2016,Jefferson,Jefferson County SO,Under 18,Male,White,MJUnknown,1
2016,Jefferson,Lakewood PD,18 to 20,Male,Hispianic,MJPossession,23
2016,Jefferson,Lakewood PD,21 or older,Female,White,MJPossession,7
2016,Jefferson,Lakewood PD,Under 18,Male,African American,MJPossession,7
2016,Jefferson,Lakewood PD,Under 18,Male,Asian,MJPossession,2
2016,Jefferson,Lakewood PD,Under 18,Male,Hispianic,MJPossession,33
2016,Jefferson,Lakewood PD,Under 18,Male,White,MJPossession,100
2016,Jefferson,Lakewood PD,18 to 20,Female,White,MJUnknown,1
2016,Jefferson,Lakewood PD,18 to 20,Male,White,MJUnknown,4
2016,Jefferson,Lakewood PD,21 or older,Male,Hispianic,MJUnknown,2
2016,Jefferson,Red Rocks PD,18 to 20,Male,White,MJPossession,1
2016,Jefferson,Wheat Ridge PD,18 to 20,Male,African American,MJPossession,1
2016,Jefferson,Wheat Ridge PD,Under 18,Female,Hispianic,MJPossession,4
2016,Jefferson,Wheat Ridge PD,Under 18,Male,African American,MJPossession,1
2016,Jefferson,Wheat Ridge PD,Under 18,Male,Hispianic,MJPossession,3
2016,Jefferson,Wheat Ridge PD,Under 18,Male,White,MJPossession,27
2016,Kit Carson,Burlington PD,21 or older,Male,White,MJPossession,1
2016,Kit Carson,Kit Carson County SO,Under 18,Male,Hispianic,MJPossession,1
2016,La Plata,Durango PD,21 or older,Female,African American,MJPossession,1
2016,La Plata,Durango PD,18 to 20,Female,White,MJUnknown,1
2016,La Plata,Durango PD,18 to 20,Male,Native American,MJUnknown,1
2016,La Plata,Fort Lewis College PD,18 to 20,Female,Hispianic,MJPossession,1
2016,La Plata,Fort Lewis College PD,18 to 20,Female,White,MJPossession,7
2016,La Plata,Fort Lewis College PD,18 to 20,Male,Hispianic,MJPossession,2
2016,La Plata,Fort Lewis College PD,18 to 20,Male,White,MJPossession,8
2016,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Male,African American,MJPossession,2
2016,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Male,Asian,MJPossession,1
2016,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Male,White,MJPossession,38
2016,Jefferson,Wheat Ridge PD,Under 18,Female,White,MJPossession,8
2016,Jefferson,Wheat Ridge PD,21 or older,Male,White,MJProduction,1
2016,Jefferson,Wheat Ridge PD,Under 18,Male,White,MJSales,1
2016,Kit Carson,Burlington PD,18 to 20,Female,White,MJPossession,1
2016,Kit Carson,Burlington PD,21 or older,Female,Hispianic,MJSales,1
2016,Kit Carson,Kit Carson County SO,18 to 20,Male,Hispianic,MJPossession,1
2016,Kit Carson,Kit Carson County SO,Under 18,Male,African American,MJPossession,1
2016,Kit Carson,Kit Carson County SO,Under 18,Male,White,MJPossession,1
2016,La Plata,Durango PD,21 or older,Male,White,MJPossession,1
2016,La Plata,Durango PD,18 to 20,Female,Native American,MJUnknown,2
2016,La Plata,Durango PD,18 to 20,Male,African American,MJUnknown,1
2016,La Plata,Durango PD,18 to 20,Male,White,MJUnknown,2
2016,La Plata,Durango PD,21 or older,Male,Native American,MJUnknown,1
2016,La Plata,Fort Lewis College PD,21 or older,Male,Native American,MJPossession,1
2016,La Plata,Fort Lewis College PD,Under 18,Male,White,MJPossession,1
2016,La Plata,PD BAYFIELD,Under 18,Female,White,MJPossession,2
2016,Lake,Leadville PD,Under 18,Male,White,MJUnknown,1
2016,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,18 to 20,Female,White,MJUnknown,6
2016,Larimer,Fort Collins PD,21 or older,Male,African American,MJPossession,1
2016,Larimer,Fort Collins PD,21 or older,Male,Hispianic,MJPossession,4
2016,Larimer,Fort Collins PD,21 or older,Male,White,MJPossession,38
2016,Larimer,Fort Collins PD,Under 18,Female,African American,MJPossession,1
