IncidentYear,County,Agency,NCICCODE,AgeGroup,Gender,RaceCode,Location,LocationGroup,NumberOfCases
2014,Adams,Adams County SO,MJPossession,,,,Jail/Prison/Penitentiary/Corrections Facility,Jail/Prison/Penitentiary/Corrections Facility,3
2014,Adams,Adams County SO,MJPossession,,,,Residence/Home,Residence/Home,8
2014,Adams,Brighton PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,6
2014,Adams,Brighton PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,4
2014,Adams,Commerce City PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,21
2014,Adams,Commerce City PD,MJPossession,,,,Other/Unknown,Other,8
2014,Adams,Commerce City PD,MJPossession,,,,Residence/Home,Residence/Home,3
2014,Adams,Commerce City PD,MJSales,,,,Dock/Wharf/Freight/Modal Terminal,Workplace,1
2014,Adams,Commerce City PD,MJUnknown,,,,Field/Woods,Public space,1
2014,Adams,Federal Heights PD,MJPossession,,,,Park/Playground,Public space,1
2014,Adams,Northglenn PD,MJPossession,,,,Field/Woods,Public space,2
2014,Adams,Northglenn PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,17
2014,Adams,Northglenn PD,MJProduction,,,,Residence/Home,Residence/Home,1
2014,Adams,Northglenn PD,MJUnknown,,,,Other/Unknown,Other,1
2014,Adams,Northglenn PD,MJUnknown,,,,Residence/Home,Residence/Home,1
2014,Adams,Thornton PD,MJUnknown,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2014,Adams,Thornton PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2014,Adams,Thornton PD,MJUnknown,,,,Residence/Home,Residence/Home,2
2014,Adams,Westminster PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2014,Adams,Westminster PD,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,1
2014,Adams,Westminster PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2014,Adams,Westminster PD,MJPossession,,,,Other/Unknown,Other,4
2014,Adams,Westminster PD,MJPossession,,,,Residence/Home,Residence/Home,6
2014,Adams,Westminster PD,MJUnknown,,,,Government/Public Building,Public building,1
2014,Adams,Westminster PD,MJUnknown,,,,Restaurant,Restaurant,1
2014,Alamosa,Adams State College,MJPossession,,,,School – College/University,School – College/University,8
2014,Arapahoe,Arapahoe Community College,MJPossession,,,,School – College/University,School – College/University,1
2014,Arapahoe,Araphaoe County SO,MJPossession,,,,Jail/Prison/Penitentiary/Corrections Facility,Jail/Prison/Penitentiary/Corrections Facility,3
2014,Arapahoe,Araphaoe County SO,MJPossession,,,,Residence/Home,Residence/Home,8
2014,Arapahoe,Aurora PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2014,Arapahoe,Aurora PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,6
2014,Arapahoe,Aurora PD,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,1
2014,Arapahoe,Aurora PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,91
2014,Arapahoe,Aurora PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,3
2014,Arapahoe,Aurora PD,MJProduction,,,,Industrial Site,Workplace,1
2014,Arapahoe,Aurora PD,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,5
2014,Arapahoe,Aurora PD,MJSmuggle,,,,Residence/Home,Residence/Home,1
2014,Arapahoe,Centennial PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2014,Arapahoe,Englewood PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2014,Arapahoe,Englewood PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,16
2014,Arapahoe,Englewood PD,MJPossession,,,,Specialty Store,Specialty Store,1
2014,Arapahoe,Greenwood Village PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2014,Arapahoe,Greenwood Village PD,MJPossession,,,,Government/Public Building,Public building,2
2014,Arapahoe,Greenwood Village PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,7
2014,Arapahoe,Greenwood Village PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2014,Arapahoe,Littleton PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,19
2014,Baca,Springfield PD,MJSales,,,,Residence/Home,Residence/Home,1
2014,Boulder,Boulder PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,16
2014,Boulder,Boulder PD,MJPossession,,,,Other/Unknown,Other,2
2014,Boulder,Boulder PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2014,Boulder,Boulder PD,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2014,Boulder,Boulder PD,MJUnknown,,,,Government/Public Building,Public building,1
2014,Boulder,Boulder PD,MJUnknown,,,,Restaurant,Restaurant,2
2014,Boulder,Boulder PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,4
2014,Boulder,Lafayette PD,MJPossession,,,,Other/Unknown,Other,1
2014,Boulder,Lafayette PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,4
2014,Boulder,Lafayette PD,MJPossession,,,,Residence/Home,Residence/Home,5
2014,Boulder,Lafayette PD,MJPossession,,,,Service/Gas Station,Retail site/bank/restaurant/bar,1
2014,Boulder,Lafayette PD,MJSales,,,,Park/Playground,Public space,1
2014,Boulder,Lafayette PD,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2014,Boulder,Longmont PD,MJPossession,,,,Jail/Prison/Penitentiary/Corrections Facility,Jail/Prison/Penitentiary/Corrections Facility,1
2014,Boulder,Longmont PD,MJPossession,,,,Residence/Home,Residence/Home,15
2012,Fremont,Canon City PD,MJUnknown,,,,School/College(Historical Only),School/College(Historical Only),3
2012,Fremont,Florence PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,6
2012,Fremont,Florence PD,MJPossession,,,,Park/Playground,Public space,1
2012,Fremont,Florence PD,MJPossession,,,,Residence/Home,Residence/Home,2
2012,Fremont,Florence PD,MJPossession,,,,School – College/University,School – College/University,1
2012,Fremont,Fremont County SO,MJPossession,,,,Residence/Home,Residence/Home,1
2012,Garfield,Carbondale PD,MJPossession,,,,Government/Public Building,Public building,1
2012,Denver,Denver PD - CRIMINAL,MJPossession,,,,School/College(Historical Only),School/College(Historical Only),5
2012,Denver,Denver PD - CRIMINAL,MJSales,,,,Air/Bus/Train Terminal,Public space,1
2012,Denver,Denver PD - CRIMINAL,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,18
2012,Denver,Denver PD - CRIMINAL,MJSales,,,,School/College(Historical Only),School/College(Historical Only),9
2012,Denver,Denver PD - CRIMINAL,MJUnknown,,,,Field/Woods,Public space,1
2012,Douglas,Castle Rock PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2012,Douglas,Castle Rock PD,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,1
2012,Douglas,Castle Rock PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,43
2012,Douglas,Castle Rock PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,6
2012,Douglas,Castle Rock PD,MJUnknown,,,,Park/Playground,Public space,1
2012,Douglas,Douglas County SO,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,2
2012,Douglas,Douglas County SO,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,15
2012,Douglas,Lone Tree PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,2
2012,Douglas,Lone Tree PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2012,Douglas,Parker PD,MJPossession,,,,Restaurant,Restaurant,2
2012,Douglas,Parker PD,MJProduction,,,,Residence/Home,Residence/Home,1
2012,Eagle,Avon PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2012,Eagle,Avon PD,MJPossession,,,,Specialty Store,Specialty Store,1
2012,Eagle,Eagle County SO,MJPossession,,,,Air/Bus/Train Terminal,Public space,1
2012,Eagle,Eagle County SO,MJPossession,,,,Park/Playground,Public space,1
2012,Eagle,Eagle County SO,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,8
2012,Eagle,Eagle County SO,MJProduction,,,,Other/Unknown,Other,1
2012,Eagle,Eagle PD,MJPossession,,,,Field/Woods,Public space,1
2012,Eagle,Vail PD,MJPossession,,,,Air/Bus/Train Terminal,Public space,5
2012,Eagle,Vail PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,2
2012,Eagle,Vail PD,MJPossession,,,,Commercial/Office Building,Workplace,1
2012,Eagle,Vail PD,MJUnknown,,,,Arena/Stadium/Fairgrounds/Coliseum,Public space,1
2012,Eagle,Vail PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,4
2012,El Paso,Colorado Springs PD,MJPossession,,,,Arena/Stadium/Fairgrounds/Coliseum,Public space,2
2012,El Paso,Colorado Springs PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,3
2012,El Paso,Colorado Springs PD,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,4
2012,El Paso,Colorado Springs PD,MJPossession,,,,Field/Woods,Public space,2
2012,El Paso,Colorado Springs PD,MJPossession,,,,Government/Public Building,Public building,6
2012,El Paso,Colorado Springs PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,154
2012,El Paso,Colorado Springs PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,48
2012,El Paso,Colorado Springs PD,MJPossession,,,,Specialty Store,Specialty Store,5
2012,El Paso,Colorado Springs PD,MJProduction,,,,Commercial/Office Building,Workplace,3
2012,El Paso,Colorado Springs PD,MJSales,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2012,El Paso,Colorado Springs PD,MJSales,,,,Other/Unknown,Other,1
2012,El Paso,Colorado Springs PD,MJSales,,,,Residence/Home,Residence/Home,12
2012,El Paso,Colorado Springs PD,MJSmuggle,,,,Specialty Store,Specialty Store,1
2012,El Paso,Colorado Springs PD,MJUnknown,,,,Other/Unknown,Other,1
2012,El Paso,Colorado Springs PD,MJUnknown,,,,Park/Playground,Public space,1
2012,El Paso,El Paso County SO,MJProduction,,,,Residence/Home,Residence/Home,3
2012,El Paso,El Paso County SO,MJUnknown,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2012,El Paso,El Paso County SO,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2012,El Paso,El Paso County SO,MJUnknown,,,,Other/Unknown,Other,3
2012,El Paso,El Paso County SO,MJUnknown,,,,Residence/Home,Residence/Home,15
2012,El Paso,Fountain PD,MJPossession,,,,Commercial/Office Building,Workplace,1
2012,El Paso,Fountain PD,MJPossession,,,,Park/Playground,Public space,11
2012,El Paso,Fountain PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,4
2012,El Paso,Manitou Springs PD,MJPossession,,,,Field/Woods,Public space,1
2012,El Paso,Manitou Springs PD,MJPossession,,,,Liquor Store,Retail site/bank/restaurant/bar,1
2012,El Paso,Manitou Springs PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2012,El Paso,Manitou Springs PD,MJUnknown,,,,Residence/Home,Residence/Home,1
2012,El Paso,Monument PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2012,El Paso,Monument PD,MJPossession,,,,Lake/Waterway/Beach,Lake/Waterway/Beach,2
2012,El Paso,Monument PD,MJPossession,,,,Park/Playground,Public space,1
2012,El Paso,Monument PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,2
2012,El Paso,Pikes Peak Community College PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2012,El Paso,University of Colorado Springs,MJPossession,,,,Field/Woods,Public space,1
2012,El Paso,University of Colorado Springs,MJSales,,,,Residence/Home,Residence/Home,2
2012,,Southwest Drug Task Force,MJProduction,,,,Field/Woods,Public space,1
2012,,Colorado State Patrol,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1117
2012,,Colorado State Patrol,MJProduction,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2012,Adams,Adams County SO,MJPossession,,,,Field/Woods,Public space,5
2012,Adams,Adams County SO,MJPossession,,,,Government/Public Building,Public building,2
2012,Adams,Adams County SO,MJPossession,,,,Liquor Store,Retail site/bank/restaurant/bar,2
2012,Adams,Adams County SO,MJPossession,,,,Other/Unknown,Other,3
2012,Adams,Adams County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2012,Adams,Adams County SO,MJSales,,,,School/College(Historical Only),School/College(Historical Only),1
2012,Adams,Adams County SO,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,29
2012,Adams,Adams County SO,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,3
2012,Adams,Brighton PD,MJPossession,,,,Commercial/Office Building,Workplace,1
2012,Adams,Brighton PD,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,1
2012,Adams,Brighton PD,MJPossession,,,,Residence/Home,Residence/Home,15
2012,Adams,Brighton PD,MJProduction,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2012,Adams,Commerce City PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,7
2012,Adams,Commerce City PD,MJPossession,,,,Field/Woods,Public space,1
2012,Adams,Commerce City PD,MJPossession,,,,Other/Unknown,Other,30
2012,Adams,Commerce City PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,10
2012,Adams,Commerce City PD,MJProduction,,,,Other/Unknown,Other,1
2012,Adams,Commerce City PD,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2012,Adams,Commerce City PD,MJSales,,,,School/College(Historical Only),School/College(Historical Only),1
2012,Adams,Commerce City PD,MJSmuggle,,,,Other/Unknown,Other,1
2012,Adams,Commerce City PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2012,Adams,Federal Heights PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,1
2012,Adams,Federal Heights PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2012,Adams,Federal Heights PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,16
2012,Adams,Federal Heights PD,MJPossession,,,,School/College(Historical Only),School/College(Historical Only),1
2012,Adams,Federal Heights PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2012,Adams,Northglenn PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,1
2012,Adams,Northglenn PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,9
2012,Adams,Northglenn PD,MJPossession,,,,Rental Storage Facility,Rental Storage Facility,1
2012,Adams,Northglenn PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2012,Adams,Thornton PD,MJPossession,,,,Government/Public Building,Public building,1
2012,Adams,Thornton PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,146
2012,Adams,Thornton PD,MJPossession,,,,Park/Playground,Public space,11
2012,Adams,Thornton PD,MJPossession,,,,Restaurant,Restaurant,3
2012,Adams,Thornton PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,43
2012,Adams,Thornton PD,MJPossession,,,,Specialty Store,Specialty Store,1
2012,Adams,Thornton PD,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2012,Adams,Thornton PD,MJUnknown,,,,Residence/Home,Residence/Home,2
2012,Adams,Westminster PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,2
2012,Adams,Westminster PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,3
2012,Adams,Westminster PD,MJPossession,,,,Residence/Home,Residence/Home,31
2012,Adams,Westminster PD,MJPossession,,,,School – College/University,School – College/University,1
2012,Adams,Westminster PD,MJPossession,,,,School/College(Historical Only),School/College(Historical Only),18
2012,Adams,Westminster PD,MJUnknown,,,,Other/Unknown,Other,2
2012,Adams,Westminster PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,7
2012,Arapahoe,Araphaoe County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,81
2012,Arapahoe,Araphaoe County SO,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,5
2012,Arapahoe,Araphaoe County SO,MJPossession,,,,Jail/Prison/Penitentiary/Corrections Facility,Jail/Prison/Penitentiary/Corrections Facility,9
2012,Arapahoe,Araphaoe County SO,MJPossession,,,,Residence/Home,Residence/Home,12
2012,Arapahoe,Aurora PD,MJPossession,,,,Air/Bus/Train Terminal,Public space,5
2012,Arapahoe,Aurora PD,MJPossession,,,,Commercial/Office Building,Workplace,1
2012,Arapahoe,Aurora PD,MJPossession,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,2
2012,Arapahoe,Aurora PD,MJPossession,,,,Jail/Prison/Penitentiary/Corrections Facility,Jail/Prison/Penitentiary/Corrections Facility,2
2012,Arapahoe,Aurora PD,MJPossession,,,,Lake/Waterway/Beach,Lake/Waterway/Beach,1
2012,Arapahoe,Aurora PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,105
2012,Arapahoe,Aurora PD,MJPossession,,,,Residence/Home,Residence/Home,78
2012,Arapahoe,Aurora PD,MJSales,,,,Other/Unknown,Other,1
2012,Arapahoe,Aurora PD,MJUnknown,,,,Other/Unknown,Other,1
2012,Arapahoe,Centennial PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2012,Arapahoe,Centennial PD,MJPossession,,,,Government/Public Building,Public building,2
2012,Arapahoe,Centennial PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,8
2012,Arapahoe,Englewood PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,134
2012,Arapahoe,Englewood PD,MJPossession,,,,Specialty Store,Specialty Store,2
2012,Arapahoe,Greenwood Village PD,MJPossession,,,,Construction Site,Workplace,1
2012,Arapahoe,Greenwood Village PD,MJPossession,,,,Restaurant,Restaurant,1
2012,Arapahoe,Greenwood Village PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,14
2012,Arapahoe,Littleton PD,MJPossession,,,,Bar/Nightclub,Bar/Nightclub,1
2012,Arapahoe,Littleton PD,MJPossession,,,,Church/Synagogue/Temple/Mosque,Church/Synagogue/Temple/Mosque,1
2012,Arapahoe,Littleton PD,MJPossession,,,,Field/Woods,Public space,2
2012,Arapahoe,Littleton PD,MJPossession,,,,Restaurant,Restaurant,1
2012,Arapahoe,Littleton PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,13
2012,Arapahoe,Sheridan PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,6
2012,Archuleta,Pagosa Springs PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,5
2014,Boulder,Louisville PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2014,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,32
2014,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJPossession,,,,Specialty Store,Specialty Store,4
2014,Chaffee,Salida PD,MJPossession,,,,Residence/Home,Residence/Home,1
2014,Chaffee,Salida PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,6
2014,Clear Creek,Clear Creek County SO,MJPossession,,,,Field/Woods,Public space,1
2014,Clear Creek,Clear Creek County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2014,Custer,Custer County SO,MJProduction,,,,Residence/Home,Residence/Home,1
2014,Custer,Custer County SO,MJUnknown,,,,Residence/Home,Residence/Home,1
2014,Delta,Hotchkiss PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Denver,Denver PD - CRIMINAL,MJPossession,,,,Field/Woods,Public space,12
2013,Summit,Breckenridge PD,MJUnknown,,,,Other/Unknown,Other,1
2013,Summit,Dillion PD,MJPossession,,,,Other/Unknown,Other,1
2013,Summit,Frisco PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2013,Summit,Silverthorne PD,MJPossession,,,,Residence/Home,Residence/Home,1
2013,Summit,Summit County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2013,Summit,Summit County SO,MJPossession,,,,Residence/Home,Residence/Home,4
2013,Summit,Summit County SO,MJSales,,,,Government/Public Building,Public building,1
2013,Teller,Cripple Creek PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2013,Teller,Teller County SO,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
