IncidentYear,County,Agency,NCICCODE,AgeGroup,Gender,RaceCode,Location,LocationGroup,NumberOfCases
2016,Jefferson,Jefferson County SO,MJSales,,,,Park/Playground,Public space,1
2016,Jefferson,Lakewood PD,MJPossession,,,,Commercial/Office Building,Workplace,1
2016,Jefferson,Lakewood PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,96
2016,Jefferson,Lakewood PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,17
2016,Jefferson,Lakewood PD,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2016,Jefferson,Lakewood PD,MJUnknown,,,,Other/Unknown,Other,4
2016,Jefferson,Lakewood PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,5
2016,Jefferson,Red Rocks PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Jefferson,Wheat Ridge PD,MJPossession,,,,Auto Dealership New/Used,Retail site/bank/restaurant/bar,1
2016,Jefferson,Wheat Ridge PD,MJPossession,,,,Government/Public Building,Public building,1
2016,Jefferson,Wheat Ridge PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,19
2016,Jefferson,Wheat Ridge PD,MJPossession,,,,Specialty Store,Specialty Store,1
2016,Jefferson,Wheat Ridge PD,MJProduction,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Jefferson,Wheat Ridge PD,MJProduction,,,,Residence/Home,Residence/Home,1
2016,Jefferson,Wheat Ridge PD,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2016,Kit Carson,Burlington PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2016,Kit Carson,Burlington PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,La Plata,Durango PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,10
2016,La Plata,Durango PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,3
2016,La Plata,Durango PD,MJUnknown,,,,Park/Playground,Public space,1
2016,Larimer,Fort Collins PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,2
2016,Larimer,Fort Collins PD,MJPossession,,,,Other/Unknown,Other,5
2016,Larimer,Fort Collins PD,MJPossession,,,,Park/Playground,Public space,8
2016,Larimer,Fort Collins PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,6
2016,Larimer,Fort Collins PD,MJPossession,,,,Residence/Home,Residence/Home,12
2016,Larimer,Fort Collins PD,MJPossession,,,,School – College/University,School – College/University,1
2016,Larimer,Fort Collins PD,MJUnknown,,,,Field/Woods,Public space,1
2016,Larimer,Fort Collins PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2016,Larimer,Larimer County SO,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Larimer,Larimer County SO,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,22
2016,Larimer,Larimer County SO,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2016,Larimer,Larimer County SO,MJUnknown,,,,Specialty Store,Specialty Store,3
2016,Larimer,Loveland PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,37
2016,Larimer,Loveland PD,MJPossession,,,,Specialty Store,Specialty Store,1
2016,Larimer,Loveland PD,MJProduction,,,,Residence/Home,Residence/Home,1
2016,Larimer,Loveland PD,MJSales,,,,Specialty Store,Specialty Store,2
2016,Larimer,Loveland PD,MJUnknown,,,,Dock/Wharf/Freight/Modal Terminal,Workplace,1
2016,Larimer,Loveland PD,MJUnknown,,,,Other/Unknown,Other,1
2016,Larimer,Loveland PD,MJUnknown,,,,Residence/Home,Residence/Home,1
2016,Larimer,Tinmath PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2016,Logan,Sterling PD,MJProduction,,,,Residence/Home,Residence/Home,1
2016,Mesa,Fruita PD,MJUnknown,,,,Lake/Waterway/Beach,Lake/Waterway/Beach,1
2016,Clear Creek,Clear Creek County SO,MJProduction,,,,Field/Woods,Public space,1
2016,Delta,Delta PD,MJPossession,,,,School – College/University,School – College/University,1
2016,Denver,Denver PD - CRIMINAL,MJPossession,,,,Amusement Park,Public space,1
2016,Denver,Denver PD - CRIMINAL,MJPossession,,,,Community Center,Public building,1
2016,Denver,Denver PD - CRIMINAL,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,176
2016,Denver,Denver PD - CRIMINAL,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,4
2016,Denver,Denver PD - CRIMINAL,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,11
2016,Denver,Denver PD - CRIMINAL,MJPossession,,,,School – College/University,School – College/University,9
2016,Denver,Denver PD - CRIMINAL,MJProduction,,,,Commercial/Office Building,Workplace,4
2016,Denver,Denver PD - CRIMINAL,MJProduction,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Denver,Denver PD - CRIMINAL,MJProduction,,,,Rental Storage Facility,Rental Storage Facility,1
2016,Denver,Denver PD - CRIMINAL,MJProduction,,,,Residence/Home,Residence/Home,29
2016,Denver,Denver PD - CRIMINAL,MJSales,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,Denver,Denver PD - CRIMINAL,MJSales,,,,Drug Store/Doctors Office/Hospital,Drug Store/Doctors Office/Hospital,3
2016,Denver,Denver PD - CRIMINAL,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,21
2016,Denver,Denver PD - CRIMINAL,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,5
2016,Denver,Denver PD - CRIMINAL,MJSales,,,,Specialty Store,Specialty Store,4
2016,Denver,Denver PD - CRIMINAL,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2016,Douglas,Castle Rock PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,17
2016,Douglas,Castle Rock PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,4
2014,Gunnison,Gunison PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,4
2014,Gunnison,Gunison PD,MJPossession,,,,Park/Playground,Public space,1
2014,Gunnison,Gunison PD,MJPossession,,,,School – College/University,School – College/University,1
2014,Jefferson,Arvada PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,15
2014,Jefferson,Arvada PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Jefferson,DPS - COLORADO SCHOOL OF MINES - GOLDEN,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2014,Jefferson,Golden PD,MJPossession,,,,Residence/Home,Residence/Home,4
2014,Jefferson,Golden PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Jefferson,Golden PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Jefferson,Jefferson County SO,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2014,Jefferson,Jefferson County SO,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,4
2014,Jefferson,Jefferson County SO,MJPossession,,,,Field/Woods,Public space,4
2014,Jefferson,Jefferson County SO,MJPossession,,,,Government/Public Building,Public building,3
2014,Jefferson,Jefferson County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,51
2014,Gunnison,PD CRESTED BUTTE,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Huerfano,Walsenburg PD,MJProduction,,,,Residence/Home,Residence/Home,1
2014,Jefferson,Arvada PD,MJPossession,,,,Commercial/Office Building,Workplace,1
2014,Jefferson,Arvada PD,MJProduction,,,,Residence/Home,Residence/Home,5
2014,Jefferson,Arvada PD,MJSales,,,,Government/Public Building,Public building,1
2014,Jefferson,Arvada PD,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2014,Jefferson,DPS - COLORADO SCHOOL OF MINES - GOLDEN,MJPossession,,,,School – College/University,School – College/University,1
2014,Jefferson,DPS - COLORADO SCHOOL OF MINES - GOLDEN,MJSales,,,,School – College/University,School – College/University,2
2014,Jefferson,Golden PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2014,Jefferson,Golden PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,23
2014,Jefferson,Golden PD,MJSales,,,,Residence/Home,Residence/Home,1
2014,Jefferson,Jefferson County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,59
2014,Jefferson,Jefferson County SO,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,2
2014,Jefferson,Jefferson County SO,MJPossession,,,,Jail/Prison/Penitentiary/Corrections Facility,Jail/Prison/Penitentiary/Corrections Facility,2
2014,Jefferson,Jefferson County SO,MJPossession,,,,Other/Unknown,Other,16
2014,Jefferson,Jefferson County SO,MJPossession,,,,Residence/Home,Residence/Home,18
2014,Jefferson,Jefferson County SO,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2014,Jefferson,Lakewood PD,MJPossession,,,,Church/Synagogue/Temple/Mosque,Church/Synagogue/Temple/Mosque,1
2014,Jefferson,Lakewood PD,MJPossession,,,,Field/Woods,Public space,2
2014,Jefferson,Lakewood PD,MJPossession,,,,Government/Public Building,Public building,1
2014,Jefferson,Lakewood PD,MJPossession,,,,Restaurant,Restaurant,1
2014,Jefferson,Lakewood PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,92
2014,Jefferson,Lakewood PD,MJProduction,,,,Residence/Home,Residence/Home,2
2014,Jefferson,Lakewood PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,21
2014,Jefferson,Lakewood PD,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,3
2014,Jefferson,Lakewood PD,MJUnknown,,,,Other/Unknown,Other,10
2014,Jefferson,Lakewood PD,MJUnknown,,,,Residence/Home,Residence/Home,12
2014,Jefferson,Red Rocks PD,MJPossession,,,,School – College/University,School – College/University,1
2014,Jefferson,Wheat Ridge PD,MJPossession,,,,Park/Playground,Public space,3
2014,Kit Carson,Burlington PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Kit Carson,Kit Carson County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Lake,Leadville PD,MJSales,,,,Residence/Home,Residence/Home,2
2014,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,MJPossession,,,,School – College/University,School – College/University,3
2014,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,MJUnknown,,,,Government/Public Building,Public building,1
2014,Larimer,Fort Collins PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,2
2014,Larimer,Fort Collins PD,MJPossession,,,,Other/Unknown,Other,1
2014,Larimer,Fort Collins PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,11
2014,Larimer,Fort Collins PD,MJPossession,,,,Residence/Home,Residence/Home,18
2014,Larimer,Fort Collins PD,MJSales,,,,Other/Unknown,Other,1
2014,Larimer,Fort Collins PD,MJSales,,,,Park/Playground,Public space,2
2014,Larimer,Fort Collins PD,MJSales,,,,School – College/University,School – College/University,1
2014,Larimer,Fort Collins PD,MJUnknown,,,,Commercial/Office Building,Workplace,1
2014,Larimer,Larimer County SO,MJUnknown,,,,Commercial/Office Building,Workplace,1
2014,Larimer,Larimer County SO,MJUnknown,,,,Field/Woods,Public space,1
2014,Larimer,Loveland PD,MJPossession,,,,Government/Public Building,Public building,1
2014,Larimer,Loveland PD,MJSales,,,,School – Elementary/Secondary,School – Elementary/Secondary,3
2014,Larimer,Loveland PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Larimer,Tinmath PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Las Animas,Trinidad PD,MJPossession,,,,School – College/University,School – College/University,1
2014,Logan,Logan County SO,MJPossession,,,,Field/Woods,Public space,1
2014,Logan,Sterling PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2014,Logan,Sterling PD,MJUnknown,,,,Residence/Home,Residence/Home,1
2014,Mesa,Fruita PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Mesa,Fruita PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,5
2014,Mesa,Fruita PD,MJUnknown,,,,Lake/Waterway/Beach,Lake/Waterway/Beach,1
2014,Mesa,Fruita PD,MJUnknown,,,,Residence/Home,Residence/Home,3
2014,Mesa,Grand Junction PD,MJPossession,,,,Field/Woods,Public space,1
2014,Mesa,Grand Junction PD,MJPossession,,,,Restaurant,Restaurant,1
2014,Mesa,Grand Junction PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,39
2014,Mesa,Grand Junction PD,MJPossession,,,,Specialty Store,Specialty Store,1
2014,Mesa,Grand Junction PD,MJProduction,,,,Residence/Home,Residence/Home,2
2014,Adams,Commerce City PD,MJProduction,,,,Other/Unknown,Other,1
2014,Adams,Commerce City PD,MJSales,,,,Other/Unknown,Other,3
2014,Adams,Northglenn PD,MJSales,,,,Residence/Home,Residence/Home,1
2014,Adams,Northglenn PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Adams,Thornton PD,MJPossession,,,,Government/Public Building,Public building,1
2014,Adams,Thornton PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,23
2014,Adams,Thornton PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,61
2014,Adams,Westminster PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2014,Adams,Westminster PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,7
2014,Adams,Westminster PD,MJPossession,,,,School – College/University,School – College/University,1
2014,Adams,Westminster PD,MJUnknown,,,,Park/Playground,Public space,1
2014,Adams,Westminster PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,5
2014,Arapahoe,Araphaoe County SO,MJPossession,,,,Community Center,Public building,1
2014,Arapahoe,Araphaoe County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,49
2014,Arapahoe,Araphaoe County SO,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,4
2014,Arapahoe,Aurora PD,MJPossession,,,,Air/Bus/Train Terminal,Public space,36
2014,Arapahoe,Aurora PD,MJPossession,,,,Commercial/Office Building,Workplace,1
2014,Arapahoe,Aurora PD,MJPossession,,,,Lake/Waterway/Beach,Lake/Waterway/Beach,1
2014,Arapahoe,Aurora PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,49
2014,Arapahoe,Aurora PD,MJPossession,,,,Residence/Home,Residence/Home,17
2014,Arapahoe,Aurora PD,MJPossession,,,,School – College/University,School – College/University,9
2014,Arapahoe,Aurora PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,6
2014,Arapahoe,Aurora PD,MJSales,,,,Shopping Mall,Retail site/bank/restaurant/bar,2
2014,Arapahoe,Aurora PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,2
2014,Arapahoe,Centennial PD,MJPossession,,,,Commercial/Office Building,Workplace,2
2014,Arapahoe,Centennial PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,43
2014,Arapahoe,Centennial PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2014,Arapahoe,Centennial PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,6
2014,Arapahoe,Centennial PD,MJPossession,,,,Residence/Home,Residence/Home,5
2014,Arapahoe,Columbine Valley PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Arapahoe,Englewood PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,7
2014,Arapahoe,Englewood PD,MJPossession,,,,Residence/Home,Residence/Home,6
2014,Arapahoe,Englewood PD,MJUnknown,,,,Specialty Store,Specialty Store,1
2014,Arapahoe,Greenwood Village PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,9
2014,Arapahoe,Greenwood Village PD,MJPossession,,,,Park/Playground,Public space,2
2014,Arapahoe,Greenwood Village PD,MJPossession,,,,School – College/University,School – College/University,1
2014,Arapahoe,Littleton PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,15
2014,Arapahoe,Littleton PD,MJPossession,,,,Specialty Store,Specialty Store,1
2014,Arapahoe,Littleton PD,MJUnknown,,,,Bank/Savings and Loan,Bank/Savings and Loan,1
2014,Arapahoe,Sheridan PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2014,Arapahoe,Sheridan PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2014,Archuleta,Pagosa Springs PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2014,Archuleta,Pagosa Springs PD,MJPossession,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2014,Archuleta,Pagosa Springs PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,5
2014,Boulder,Boulder PD,MJSales,,,,Dock/Wharf/Freight/Modal Terminal,Workplace,1
2014,Boulder,Boulder PD,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Boulder,Boulder PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,13
2014,Boulder,Boulder PD,MJUnknown,,,,Park/Playground,Public space,2
2014,Boulder,Lafayette PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,2
2014,Boulder,Lafayette PD,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,3
2014,Boulder,Lafayette PD,MJUnknown,,,,Park/Playground,Public space,1
2014,Boulder,Longmont PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2014,Boulder,Longmont PD,MJPossession,,,,Other/Unknown,Other,1
2014,Boulder,Longmont PD,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,32
2014,Boulder,Longmont PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,3
2014,Boulder,University of Colorado Boulder,MJPossession,,,,School – College/University,School – College/University,164
2014,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,9
2014,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJPossession,,,,Residence/Home,Residence/Home,9
2014,Broomfield,BROOMFIELD POLICE DEPARTMENT,MJSales,,,,Residence/Home,Residence/Home,1
2014,Chaffee,Chaffee County SO,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2014,Mesa,Grand Junction PD,MJUnknown,,,,Residence/Home,Residence/Home,5
2014,Mesa,Mesa County SO,MJPossession,,,,School – Elementary/Secondary,School – Elementary/Secondary,14
2014,Mesa,Mesa County SO,MJPossession,,,,Specialty Store,Specialty Store,1
2014,Mesa,Mesa County SO,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Mesa,Palisade PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2014,Mineral,Mineral County SO,MJSales,,,,Residence/Home,Residence/Home,1
2014,Moffat,PD CRAIG,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2016,Douglas,Castle Rock PD,MJProduction,,,,Residence/Home,Residence/Home,2
2016,Douglas,Douglas County SO,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,1
2016,Douglas,Douglas County SO,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,22
2016,Douglas,Douglas County SO,MJPossession,,,,School – College/University,School – College/University,23
2016,Douglas,Lone Tree PD,MJUnknown,,,,Specialty Store,Specialty Store,1
2016,Douglas,Parker PD,MJPossession,,,,Restaurant,Restaurant,1
2016,Eagle,Avon PD,MJSales,,,,Residence/Home,Residence/Home,1
2016,Eagle,Avon PD,MJUnknown,,,,Other/Unknown,Other,1
2016,Eagle,Avon PD,MJUnknown,,,,Park/Playground,Public space,1
2016,Eagle,Eagle County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,4
2016,Eagle,Eagle County SO,MJPossession,,,,Park/Playground,Public space,1
2016,Eagle,Vail PD,MJPossession,,,,Arena/Stadium/Fairgrounds/Coliseum,Public space,3
2016,Eagle,Vail PD,MJPossession,,,,Park/Playground,Public space,1
2016,El Paso,Colorado Springs PD,MJPossession,,,,Air/Bus/Train Terminal,Public space,1
2016,El Paso,Colorado Springs PD,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,21
2016,El Paso,Colorado Springs PD,MJPossession,,,,Rental Storage Facility,Rental Storage Facility,1
2016,El Paso,Colorado Springs PD,MJPossession,,,,Shelter – Mission/Homeless,Shelter – Mission/Homeless,1
2016,El Paso,Colorado Springs PD,MJSales,,,,Commercial/Office Building,Workplace,3
2016,El Paso,Colorado Springs PD,MJSales,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,El Paso,Colorado Springs PD,MJSales,,,,Residence/Home,Residence/Home,8
2016,El Paso,Colorado Springs PD,MJSmuggle,,,,Dock/Wharf/Freight/Modal Terminal,Workplace,1
2016,El Paso,El Paso County SO,MJPossession,,,,Restaurant,Restaurant,1
2016,El Paso,El Paso County SO,MJSales,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,El Paso,El Paso County SO,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2016,El Paso,El Paso County SO,MJUnknown,,,,Residence/Home,Residence/Home,3
2016,El Paso,Fountain PD,MJSales,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2016,El Paso,Fountain PD,MJSales,,,,School – College/University,School – College/University,1
2016,El Paso,Manitou Springs PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,7
2016,El Paso,Manitou Springs PD,MJProduction,,,,Residence/Home,Residence/Home,1
2016,El Paso,Monument PD,MJPossession,,,,Other/Unknown,Other,2
2016,El Paso,Monument PD,MJPossession,,,,Park/Playground,Public space,2
2016,El Paso,Monument PD,MJPossession,,,,Specialty Store,Specialty Store,1
2016,Fremont,Florence PD,MJUnknown,,,,Park/Playground,Public space,1
2016,Fremont,Fremont County SO,MJUnknown,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,Garfield,Carbondale PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,2
2016,Garfield,Carbondale PD,MJPossession,,,,Park/Playground,Public space,1
2016,Garfield,GARFIELD  When RIFLE CO. CT. ,MJUnknown,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2016,Garfield,GARFIELD  When RIFLE CO. CT. ,MJUnknown,,,,Hotel/Motel/Etc.,Hotel/Motel/Etc.,1
2016,Garfield,Garfield County SO,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,6
2016,Garfield,Garfield County SO,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Garfield,Garfield County SO,MJUnknown,,,,Rental Storage Facility,Rental Storage Facility,1
2016,Jefferson,Jefferson County SO,MJSales,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2016,Jefferson,Jefferson County SO,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2016,Jefferson,Lakeside PD,MJPossession,,,,Department/Discount Store,Retail site/bank/restaurant/bar,1
2016,Jefferson,Lakewood PD,MJPossession,,,,Construction Site,Workplace,1
2016,Jefferson,Lakewood PD,MJPossession,,,,Grocery/Supermarket,Retail site/bank/restaurant/bar,2
2016,Jefferson,Lakewood PD,MJPossession,,,,Restaurant,Restaurant,2
2016,Jefferson,Lakewood PD,MJUnknown,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,Jefferson,Lakewood PD,MJUnknown,,,,Residence/Home,Residence/Home,2
2016,Jefferson,Mountain View PD,MJPossession,,,,Residence/Home,Residence/Home,1
2016,Jefferson,Wheat Ridge PD,MJPossession,,,,Park/Playground,Public space,1
2016,Jefferson,Wheat Ridge PD,MJPossession,,,,Residence/Home,Residence/Home,1
2016,Kit Carson,Burlington PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,1
2016,Kit Carson,Burlington PD,MJSales,,,,Restaurant,Restaurant,1
2016,La Plata,Durango PD,MJPossession,,,,Residence/Home,Residence/Home,3
2016,La Plata,Fort Lewis College PD,MJPossession,,,,Field/Woods,Public space,8
2016,La Plata,Fort Lewis College PD,MJPossession,,,,Government/Public Building,Public building,1
2016,La Plata,PD BAYFIELD,MJPossession,,,,Residence/Home,Residence/Home,1
2016,Lake,Leadville PD,MJUnknown,,,,School – Elementary/Secondary,School – Elementary/Secondary,1
2016,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,MJPossession,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,10
2016,Larimer,DPS - COLORADO STATE UNIVERSITY-FT COLLINS,MJPossession,,,,School – College/University,School – College/University,125
2016,Larimer,Estes Park PD,MJUnknown,,,,Parking/Drop Lot/Garage,Parking/Drop Lot/Garage,1
2016,Larimer,Fort Collins PD,MJPossession,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,Larimer,Fort Collins PD,MJPossession,,,,Highway/Road/Alley/Street/Sidewalk,Highway/Road/Alley/Street/Sidewalk,101
2016,Larimer,Fort Collins PD,MJPossession,,,,Service/Gas Station,Retail site/bank/restaurant/bar,2
2016,Larimer,Fort Collins PD,MJPossession,,,,Specialty Store,Specialty Store,1
2016,Larimer,Fort Collins PD,MJProduction,,,,Residence/Home,Residence/Home,18
2016,Larimer,Fort Collins PD,MJSales,,,,Church/Synagogue/Temple/Mosque,Church/Synagogue/Temple/Mosque,1
2016,Larimer,Fort Collins PD,MJSales,,,,Convenience Store,Retail site/bank/restaurant/bar,1
2016,Larimer,Fort Collins PD,MJSales,,,,Other/Unknown,Other,1
