FIPS,County,Month,Year,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code,ID
8045,Garfield,12,2014,283365,560065,,,122014Garfield
8043,Fremont,12,2014,178729,,,NL,122014Fremont
8039,Elbert,12,2014,,,NL,NL,122014Elbert
8041,El Paso,12,2014,5517533,,,NR,122014El Paso
8037,Eagle,12,2014,277950,710631,,,122014Eagle
8035,Douglas,12,2014,,,NL,NL,122014Douglas
8033,Dolores,12,2014,,,NL,NL,122014Dolores
8031,Denver,12,2014,12138739,14797861,,,122014Denver
8029,Delta,12,2014,,,NL,NL,122014Delta
8027,Custer,12,2014,,,NL,NL,122014Custer
8025,Crowley,12,2014,,,NL,NL,122014Crowley
8023,Costilla,12,2014,,,NR,NR,122014Costilla
8021,Conejos,12,2014,,,NL,NL,122014Conejos
8019,Clear Creek,12,2014,83182,371997,,,122014Clear Creek
8017,Cheyenne,12,2014,,,NL,NL,122014Cheyenne
8015,Chaffee,12,2014,,,NR,NR,122014Chaffee
8014,Broomfield,12,2014,,,NL,NL,122014Broomfield
8013,Boulder,12,2014,2548354,3592405,,,122014Boulder
8011,Bent,12,2014,,,NL,NL,122014Bent
8009,Baca,12,2014,,,NL,NL,122014Baca
8007,Archuleta,12,2014,,,NR,NR,122014Archuleta
8005,Arapahoe,12,2014,1498465,1416559,,,122014Arapahoe
8003,Alamosa,12,2014,,,NR,NL,122014Alamosa
8001,Adams,12,2014,470394,1445817,,,122014Adams
8125,Yuma,11,2014,,,NL,NL,112014Yuma
8123,Weld,11,2014,416639,992006,,,112014Weld
8121,Washington,11,2014,,,NL,NL,112014Washington
8119,Teller,11,2014,,,NR,NL,112014Teller
8117,Summit,11,2014,163698,706675,,,112014Summit
8115,Sedgwick,11,2014,,,NR,NR,112014Sedgwick
8113,San Miguel,11,2014,26291,169659,,,112014San Miguel
8111,San Juan,11,2014,,,NL,NL,112014San Juan
8109,Saguache,11,2014,,,NL,NR,112014Saguache
8107,Routt,11,2014,,,NR,NR,112014Routt
8105,Rio Grande,11,2014,,,NL,NL,112014Rio Grande
8103,Rio Blanco,11,2014,,,NL,NL,112014Rio Blanco
8101,Pueblo,11,2014,324106,1137217,,,112014Pueblo
8099,Prowers,11,2014,,,NL,NL,112014Prowers
8097,Pitkin,11,2014,72294,216781,,,112014Pitkin
8095,Phillips,11,2014,,,NL,NL,112014Phillips
8093,Park,11,2014,,,NR,NR,112014Park
8091,Ouray,11,2014,,,NR,NR,112014Ouray
8089,Otero,11,2014,,,NL,NL,112014Otero
8087,Morgan,11,2014,,,NR,NR,112014Morgan
8085,Montrose,11,2014,,,NR,NL,112014Montrose
8083,Montezuma,11,2014,,,NR,NL,112014Montezuma
8081,Moffat,11,2014,,,NR,NL,112014Moffat
8079,Mineral,11,2014,,,NL,NL,112014Mineral
8077,Mesa,11,2014,,,NR,NL,112014Mesa
8075,Logan,11,2014,,,NL,NL,112014Logan
8073,Lincoln,11,2014,,,NL,NL,112014Lincoln
8071,Las Animas,11,2014,,,NL,NR,112014Las Animas
8069,Larimer,11,2014,1185998,1493948,,,112014Larimer
8065,Lake,11,2014,,,NL,NR,112014Lake
8067,La Plata,11,2014,459409,647493,,,112014La Plata
8063,Kit Carson,11,2014,,,NL,NL,112014Kit Carson
8061,Kiowa,11,2014,,,NL,NL,112014Kiowa
8059,Jefferson,11,2014,1837165,1679786,,,112014Jefferson
8057,Jackson,11,2014,,,NL,NL,112014Jackson
8055,Huerfano,11,2014,,,NL,NL,112014Huerfano
8053,Hinsdale,11,2014,,,NL,NL,112014Hinsdale
8051,Gunnison,11,2014,,133062,NR,,112014Gunnison
8049,Grand,11,2014,,,NR,NR,112014Grand
8047,Gilpin,11,2014,,,NR,NR,112014Gilpin
8045,Garfield,11,2014,318967,507297,,,112014Garfield
8043,Fremont,11,2014,159257,,,NL,112014Fremont
8039,Elbert,11,2014,,,NL,NL,112014Elbert
8041,El Paso,11,2014,5223552,,,NR,112014El Paso
8037,Eagle,11,2014,210732,373883,,,112014Eagle
8035,Douglas,11,2014,,,NL,NL,112014Douglas
8033,Dolores,11,2014,,,NL,NL,112014Dolores
8031,Denver,11,2014,13469383,13742869,,,112014Denver
8029,Delta,11,2014,,,NL,NL,112014Delta
8027,Custer,11,2014,,,NL,NL,112014Custer
8025,Crowley,11,2014,,,NL,NL,112014Crowley
8023,Costilla,11,2014,,,NR,NR,112014Costilla
8021,Conejos,11,2014,,,NL,NL,112014Conejos
8019,Clear Creek,11,2014,91727,298012,,,112014Clear Creek
8017,Cheyenne,11,2014,,,NL,NL,112014Cheyenne
8015,Chaffee,11,2014,,,NR,NR,112014Chaffee
8014,Broomfield,11,2014,,,NL,NL,112014Broomfield
8013,Boulder,11,2014,2400813,3196349,,,112014Boulder
8011,Bent,11,2014,,,NL,NL,112014Bent
8009,Baca,11,2014,,,NL,NL,112014Baca
8007,Archuleta,11,2014,,,NR,NR,112014Archuleta
8005,Arapahoe,11,2014,1345048,805369,,,112014Arapahoe
8003,Alamosa,11,2014,,,NR,NL,112014Alamosa
8001,Adams,11,2014,480189,1304091,,,112014Adams
8125,Yuma,10,2014,,,NL,NL,102014Yuma
8123,Weld,10,2014,361629,1126809,,,102014Weld
8121,Washington,10,2014,,,NL,NL,102014Washington
8119,Teller,10,2014,,,NR,NL,102014Teller
8117,Summit,10,2014,178233,632225,,,102014Summit
8115,Sedgwick,10,2014,,,NR,NR,102014Sedgwick
8113,San Miguel,10,2014,36239,278409,,,102014San Miguel
8111,San Juan,10,2014,,,NL,NL,102014San Juan
8109,Saguache,10,2014,,,NL,NR,102014Saguache
8107,Routt,10,2014,,,NR,NR,102014Routt
8105,Rio Grande,10,2014,,,NL,NL,102014Rio Grande
8103,Rio Blanco,10,2014,,,NL,NL,102014Rio Blanco
8101,Pueblo,10,2014,352545,1245865,,,102014Pueblo
8099,Prowers,10,2014,,,NL,NL,102014Prowers
8097,Pitkin,10,2014,86614,246079,,,102014Pitkin
8095,Phillips,10,2014,,,NL,NL,102014Phillips
8093,Park,10,2014,,,NR,NR,102014Park
8091,Ouray,10,2014,,,NR,NR,102014Ouray
8089,Otero,10,2014,,,NL,NL,102014Otero
8087,Morgan,10,2014,,,NR,NR,102014Morgan
8085,Montrose,10,2014,,,NR,NL,102014Montrose
8083,Montezuma,10,2014,,,NR,NL,102014Montezuma
8081,Moffat,10,2014,,,NR,NL,102014Moffat
8079,Mineral,10,2014,,,NL,NL,102014Mineral
8077,Mesa,10,2014,,,NR,NL,102014Mesa
8075,Logan,10,2014,,,NL,NL,102014Logan
8073,Lincoln,10,2014,,,NL,NL,102014Lincoln
8071,Las Animas,10,2014,,,NL,NL,102014Las Animas
8069,Larimer,10,2014,1232929,1523402,,,102014Larimer
8065,Lake,10,2014,,,NL,NR,102014Lake
8067,La Plata,10,2014,531825,,,NR,102014La Plata
8063,Kit Carson,10,2014,,,NL,NL,102014Kit Carson
8061,Kiowa,10,2014,,,NL,NL,102014Kiowa
8059,Jefferson,10,2014,1923839,1714442,,,102014Jefferson
8057,Jackson,10,2014,,,NL,NL,102014Jackson
8055,Huerfano,10,2014,,,NL,NL,102014Huerfano
8053,Hinsdale,10,2014,,,NL,NL,102014Hinsdale
8051,Gunnison,10,2014,,184394,NR,,102014Gunnison
8049,Grand,10,2014,,,NR,NL,102014Grand
8047,Gilpin,10,2014,,,NR,NR,102014Gilpin
8045,Garfield,10,2014,389617,553834,,,102014Garfield
8043,Fremont,10,2014,174220,,,NL,102014Fremont
8039,Elbert,10,2014,,,NL,NL,102014Elbert
8041,El Paso,10,2014,5742846,,,NR,102014El Paso
8037,Eagle,10,2014,206273,356123,,,102014Eagle
8035,Douglas,10,2014,,,NL,NL,102014Douglas
8033,Dolores,10,2014,,,NL,NL,102014Dolores
8031,Denver,10,2014,15006222,14895186,,,102014Denver
8029,Delta,10,2014,,,NL,NL,102014Delta
8027,Custer,10,2014,,,NL,NL,102014Custer
8025,Crowley,10,2014,,,NL,NL,102014Crowley
8023,Costilla,10,2014,,,NR,NL,102014Costilla
8021,Conejos,10,2014,,,NL,NL,102014Conejos
8019,Clear Creek,10,2014,102858,338132,,,102014Clear Creek
8017,Cheyenne,10,2014,,,NL,NL,102014Cheyenne
8015,Chaffee,10,2014,,,NR,NR,102014Chaffee
8014,Broomfield,10,2014,,,NL,NL,102014Broomfield
8013,Boulder,10,2014,2660593,3477557,,,102014Boulder
8011,Bent,10,2014,,,NL,NL,102014Bent
8009,Baca,10,2014,,,NL,NL,102014Baca
8007,Archuleta,10,2014,,,NR,NR,102014Archuleta
8005,Arapahoe,10,2014,1396842,,,NR,102014Arapahoe
8003,Alamosa,10,2014,,,NR,NL,102014Alamosa
8001,Adams,10,2014,474637,,,NR,102014Adams
8125,Yuma,9,2014,,,NL,NL,92014Yuma
8123,Weld,9,2014,287891,1201206,,,92014Weld
8121,Washington,9,2014,,,NL,NL,92014Washington
8119,Teller,9,2014,,,NR,NL,92014Teller
8117,Summit,9,2014,179358,726128,,,92014Summit
8115,Sedgwick,9,2014,,,NR,NR,92014Sedgwick
8113,San Miguel,9,2014,39758,501532,,,92014San Miguel
8111,San Juan,9,2014,,,NL,NL,92014San Juan
8109,Saguache,9,2014,,,NL,NR,92014Saguache
8107,Routt,9,2014,167807,,,NR,92014Routt
8105,Rio Grande,9,2014,,,NL,NL,92014Rio Grande
8103,Rio Blanco,9,2014,,,NL,NL,92014Rio Blanco
8101,Pueblo,9,2014,436843,1386314,,,92014Pueblo
8099,Prowers,9,2014,,,NL,NL,92014Prowers
8097,Pitkin,9,2014,100612,316259,,,92014Pitkin
8095,Phillips,9,2014,,,NL,NL,92014Phillips
8093,Park,9,2014,,,NR,NR,92014Park
8091,Ouray,9,2014,,,NR,NR,92014Ouray
8089,Otero,9,2014,,,NL,NL,92014Otero
8087,Morgan,9,2014,,,NR,NR,92014Morgan
8085,Montrose,9,2014,,,NR,NL,92014Montrose
8083,Montezuma,9,2014,125628,,,NL,92014Montezuma
8081,Moffat,9,2014,,,NR,NL,92014Moffat
8079,Mineral,9,2014,,,NL,NL,92014Mineral
8077,Mesa,9,2014,,,NR,NL,92014Mesa
8075,Logan,9,2014,,,NL,NL,92014Logan
8073,Lincoln,9,2014,,,NL,NL,92014Lincoln
8071,Las Animas,9,2014,,,NL,NL,92014Las Animas
8069,Larimer,9,2014,1315740,1378589,,,92014Larimer
8065,Lake,9,2014,,,NL,NR,92014Lake
8067,La Plata,9,2014,623331,,,NR,92014La Plata
8063,Kit Carson,9,2014,,,NL,NL,92014Kit Carson
8061,Kiowa,9,2014,,,NL,NL,92014Kiowa
8059,Jefferson,9,2014,1845807,1701706,,,92014Jefferson
8057,Jackson,9,2014,,,NL,NL,92014Jackson
8055,Huerfano,9,2014,,,NL,NL,92014Huerfano
8053,Hinsdale,9,2014,,,NL,NL,92014Hinsdale
8051,Gunnison,9,2014,,255533,NR,,92014Gunnison
8049,Grand,9,2014,,,NR,NL,92014Grand
8047,Gilpin,9,2014,39786,138821,,,92014Gilpin
8045,Garfield,9,2014,527700,537711,,,92014Garfield
8043,Fremont,9,2014,233349,,,NL,92014Fremont
8039,Elbert,9,2014,,,NL,NL,92014Elbert
8041,El Paso,9,2014,5953327,,,NR,92014El Paso
8037,Eagle,9,2014,181480,379890,,,92014Eagle
8035,Douglas,9,2014,,,NL,NL,92014Douglas
8033,Dolores,9,2014,,,NL,NL,92014Dolores
8031,Denver,9,2014,15196933,14364191,,,92014Denver
8029,Delta,9,2014,,,NL,NL,92014Delta
8027,Custer,9,2014,,,NL,NL,92014Custer
8025,Crowley,9,2014,,,NL,NL,92014Crowley
8023,Costilla,9,2014,,,NR,NL,92014Costilla
8021,Conejos,9,2014,,,NL,NL,92014Conejos
8019,Clear Creek,9,2014,102603,375860,,,92014Clear Creek
8017,Cheyenne,9,2014,,,NL,NL,92014Cheyenne
8015,Chaffee,9,2014,,,NR,NR,92014Chaffee
8014,Broomfield,9,2014,,,NL,NL,92014Broomfield
8013,Boulder,9,2014,2715576,3314834,,,92014Boulder
8011,Bent,9,2014,,,NL,NL,92014Bent
8009,Baca,9,2014,,,NL,NL,92014Baca
8007,Archuleta,9,2014,,,NR,NR,92014Archuleta
8005,Arapahoe,9,2014,1353297,,,NL,92014Arapahoe
8003,Alamosa,9,2014,,,NR,NL,92014Alamosa
8001,Adams,9,2014,453206,,,NR,92014Adams
8125,Yuma,8,2014,,,NL,NL,82014Yuma
8123,Weld,8,2014,275556,1291047,,,82014Weld
8121,Washington,8,2014,,,NL,NL,82014Washington
8119,Teller,8,2014,,,NR,NL,82014Teller
8117,Summit,8,2014,177412,941538,,,82014Summit
8115,Sedgwick,8,2014,,,NR,NR,82014Sedgwick
8113,San Miguel,8,2014,46369,591931,,,82014San Miguel
8111,San Juan,8,2014,,,NL,NL,82014San Juan
8109,Saguache,8,2014,,,NR,NR,82014Saguache
8107,Routt,8,2014,170505,,,NR,82014Routt
8105,Rio Grande,8,2014,,,NL,NL,82014Rio Grande
8103,Rio Blanco,8,2014,,,NL,NL,82014Rio Blanco
8101,Pueblo,8,2014,460037,1685115,,,82014Pueblo
8099,Prowers,8,2014,,,NL,NL,82014Prowers
8097,Pitkin,8,2014,115179,502231,,,82014Pitkin
8095,Phillips,8,2014,,,NL,NL,82014Phillips
8093,Park,8,2014,,,NR,NR,82014Park
8091,Ouray,8,2014,,,NR,NR,82014Ouray
8089,Otero,8,2014,,,NL,NL,82014Otero
8087,Morgan,8,2014,,,NL,NL,82014Morgan
8085,Montrose,8,2014,,,NR,NL,82014Montrose
8083,Montezuma,8,2014,132833,,,NL,82014Montezuma
8081,Moffat,8,2014,,,NR,NL,82014Moffat
8079,Mineral,8,2014,,,NL,NL,82014Mineral
8077,Mesa,8,2014,,,NR,NL,82014Mesa
8075,Logan,8,2014,,,NL,NL,82014Logan
8073,Lincoln,8,2014,,,NL,NL,82014Lincoln
8071,Las Animas,8,2014,,,NL,NL,82014Las Animas
8069,Larimer,8,2014,1207539,1340810,,,82014Larimer
8065,Lake,8,2014,,,NL,NR,82014Lake
8067,La Plata,8,2014,657993,,,NL,82014La Plata
8063,Kit Carson,8,2014,,,NL,NL,82014Kit Carson
8061,Kiowa,8,2014,,,NL,NL,82014Kiowa
8059,Jefferson,8,2014,2021406,1858831,,,82014Jefferson
8057,Jackson,8,2014,,,NL,NL,82014Jackson
8055,Huerfano,8,2014,,,NL,NL,82014Huerfano
8053,Hinsdale,8,2014,,,NL,NL,82014Hinsdale
8051,Gunnison,8,2014,,309611,NR,,82014Gunnison
8049,Grand,8,2014,,,NR,NL,82014Grand
8047,Gilpin,8,2014,42366,155054,,,82014Gilpin
8045,Garfield,8,2014,531623,603468,,,82014Garfield
8043,Fremont,8,2014,268966,,,NL,82014Fremont
8039,Elbert,8,2014,,,NL,NL,82014Elbert
8041,El Paso,8,2014,6327504,,,NR,82014El Paso
8037,Eagle,8,2014,171357,414091,,,82014Eagle
8035,Douglas,8,2014,,,NL,NL,82014Douglas
8033,Dolores,8,2014,,,NL,NL,82014Dolores
8031,Denver,8,2014,15861744,15901236,,,82014Denver
8029,Delta,8,2014,,,NL,NL,82014Delta
8027,Custer,8,2014,,,NL,NL,82014Custer
8025,Crowley,8,2014,,,NL,NL,82014Crowley
8023,Costilla,8,2014,,,NR,NL,82014Costilla
8021,Conejos,8,2014,,,NL,NL,82014Conejos
8019,Clear Creek,8,2014,102919,480132,,,82014Clear Creek
8017,Cheyenne,8,2014,,,NL,NL,82014Cheyenne
8015,Chaffee,8,2014,75887,,,NR,82014Chaffee
8014,Broomfield,8,2014,,,NL,NL,82014Broomfield
8013,Boulder,8,2014,2728671,3644021,,,82014Boulder
8011,Bent,8,2014,,,NL,NL,82014Bent
8009,Baca,8,2014,,,NL,NL,82014Baca
8007,Archuleta,8,2014,,,NR,NL,82014Archuleta
8005,Arapahoe,8,2014,1453140,,,NL,82014Arapahoe
8003,Alamosa,8,2014,,,NR,NL,82014Alamosa
8001,Adams,8,2014,481873,,,NR,82014Adams
8125,Yuma,7,2014,,,NL,NL,72014Yuma
8123,Weld,7,2014,303374,1168267,,,72014Weld
8121,Washington,7,2014,,,NL,NL,72014Washington
8119,Teller,7,2014,,,NR,NL,72014Teller
8117,Summit,7,2014,189746,981349,,,72014Summit
8115,Sedgwick,7,2014,,,NR,NR,72014Sedgwick
8113,San Miguel,7,2014,49131,548213,,,72014San Miguel
8111,San Juan,7,2014,,,NL,NL,72014San Juan
8109,Saguache,7,2014,,,NR,NR,72014Saguache
8107,Routt,7,2014,,,NR,NR,72014Routt
8105,Rio Grande,7,2014,,,NL,NL,72014Rio Grande
8103,Rio Blanco,7,2014,,,NL,NL,72014Rio Blanco
8101,Pueblo,7,2014,459326,1985679,,,72014Pueblo
8099,Prowers,7,2014,,,NL,NL,72014Prowers
8097,Pitkin,7,2014,117930,505148,,,72014Pitkin
8095,Phillips,7,2014,,,NL,NL,72014Phillips
8093,Park,7,2014,,,NR,NR,72014Park
8091,Ouray,7,2014,,,NR,NR,72014Ouray
8089,Otero,7,2014,,,NL,NL,72014Otero
8087,Morgan,7,2014,,,NL,NL,72014Morgan
8085,Montrose,7,2014,,,NR,NL,72014Montrose
8083,Montezuma,7,2014,120802,,,NL,72014Montezuma
8081,Moffat,7,2014,,,NR,NL,72014Moffat
8079,Mineral,7,2014,,,NL,NL,72014Mineral
8077,Mesa,7,2014,,,NR,NL,72014Mesa
8075,Logan,7,2014,,,NL,NL,72014Logan
8073,Lincoln,7,2014,,,NL,NL,72014Lincoln
8071,Las Animas,7,2014,,,NL,NL,72014Las Animas
8069,Larimer,7,2014,1087000,1083910,,,72014Larimer
8065,Lake,7,2014,,,NL,NR,72014Lake
8067,La Plata,7,2014,604088,,,NL,72014La Plata
8063,Kit Carson,7,2014,,,NL,NL,72014Kit Carson
8061,Kiowa,7,2014,,,NL,NL,72014Kiowa
8059,Jefferson,7,2014,1913729,1699749,,,72014Jefferson
8057,Jackson,7,2014,,,NL,NL,72014Jackson
8055,Huerfano,7,2014,,,NL,NL,72014Huerfano
8053,Hinsdale,7,2014,,,NL,NL,72014Hinsdale
8051,Gunnison,7,2014,,307664,NR,,72014Gunnison
8049,Grand,7,2014,,,NR,NL,72014Grand
8047,Gilpin,7,2014,36110,160328,,,72014Gilpin
8045,Garfield,7,2014,446439,403958,,,72014Garfield
8043,Fremont,7,2014,250084,,,NL,72014Fremont
8039,Elbert,7,2014,,,NL,NL,72014Elbert
8041,El Paso,7,2014,5895119,,,NR,72014El Paso
8037,Eagle,7,2014,165132,,,NR,72014Eagle
8035,Douglas,7,2014,,,NL,NL,72014Douglas
8033,Dolores,7,2014,,,NL,NL,72014Dolores
8031,Denver,7,2014,14083010,14518417,,,72014Denver
8029,Delta,7,2014,,,NL,NL,72014Delta
8027,Custer,7,2014,,,NL,NL,72014Custer
8025,Crowley,7,2014,,,NL,NL,72014Crowley
8023,Costilla,7,2014,,,NR,NL,72014Costilla
8021,Conejos,7,2014,,,NL,NL,72014Conejos
8019,Clear Creek,7,2014,108796,473299,,,72014Clear Creek
8017,Cheyenne,7,2014,,,NL,NL,72014Cheyenne
8015,Chaffee,7,2014,92938,,,NL,72014Chaffee
8014,Broomfield,7,2014,,,NL,NL,72014Broomfield
8013,Boulder,7,2014,2547883,3192671,,,72014Boulder
8011,Bent,7,2014,,,NL,NL,72014Bent
8009,Baca,7,2014,,,NL,NL,72014Baca
8007,Archuleta,7,2014,,,NR,NL,72014Archuleta
8005,Arapahoe,7,2014,1470823,,,NL,72014Arapahoe
8003,Alamosa,7,2014,,,NR,NL,72014Alamosa
8001,Adams,7,2014,452488,,,NR,72014Adams
8125,Yuma,6,2014,,,NL,NL,62014Yuma
8123,Weld,6,2014,470633,795293,,,62014Weld
8121,Washington,6,2014,,,NL,NL,62014Washington
8119,Teller,6,2014,,,NR,NL,62014Teller
8117,Summit,6,2014,203354,686139,,,62014Summit
8115,Sedgwick,6,2014,,,NR,NR,62014Sedgwick
8113,San Miguel,6,2014,75455,451452,,,62014San Miguel
8111,San Juan,6,2014,,,NL,NL,62014San Juan
8109,Saguache,6,2014,,,NR,NL,62014Saguache
8107,Routt,6,2014,,,NR,NR,62014Routt
8105,Rio Grande,6,2014,,,NL,NL,62014Rio Grande
8103,Rio Blanco,6,2014,,,NL,NL,62014Rio Blanco
8101,Pueblo,6,2014,403341,1571864,,,62014Pueblo
8099,Prowers,6,2014,,,NL,NL,62014Prowers
8097,Pitkin,6,2014,110679,322473,,,62014Pitkin
8095,Phillips,6,2014,,,NL,NL,62014Phillips
8093,Park,6,2014,,,NR,NR,62014Park
8091,Ouray,6,2014,,,NR,NR,62014Ouray
8089,Otero,6,2014,,,NL,NL,62014Otero
8087,Morgan,6,2014,,,NL,NL,62014Morgan
8085,Montrose,6,2014,,,NR,NL,62014Montrose
8083,Montezuma,6,2014,115548,,,NL,62014Montezuma
8081,Moffat,6,2014,,,NR,NL,62014Moffat
8079,Mineral,6,2014,,,NL,NL,62014Mineral
8077,Mesa,6,2014,,,NR,NL,62014Mesa
8075,Logan,6,2014,,,NL,NL,62014Logan
8073,Lincoln,6,2014,,,NL,NL,62014Lincoln
8071,Las Animas,6,2014,,,NL,NL,62014Las Animas
8069,Larimer,6,2014,1112079,,,NR,62014Larimer
8065,Lake,6,2014,,,NL,NR,62014Lake
8067,La Plata,6,2014,544589,,,NL,62014La Plata
8063,Kit Carson,6,2014,,,NL,NL,62014Kit Carson
8061,Kiowa,6,2014,,,NL,NL,62014Kiowa
8059,Jefferson,6,2014,1889080,1445315,,,62014Jefferson
8057,Jackson,6,2014,,,NL,NL,62014Jackson
8055,Huerfano,6,2014,,,NL,NL,62014Huerfano
8053,Hinsdale,6,2014,,,NL,NL,62014Hinsdale
8051,Gunnison,6,2014,,,NR,NR,62014Gunnison
8049,Grand,6,2014,,,NR,NL,62014Grand
8047,Gilpin,6,2014,38278,145630,,,62014Gilpin
8045,Garfield,6,2014,418280,392391,,,62014Garfield
8043,Fremont,6,2014,228665,,,NL,62014Fremont
8039,Elbert,6,2014,,,NL,NL,62014Elbert
8041,El Paso,6,2014,5342494,,,NL,62014El Paso
8037,Eagle,6,2014,132878,,,NR,62014Eagle
8035,Douglas,6,2014,,,NL,NL,62014Douglas
8033,Dolores,6,2014,,,NL,NL,62014Dolores
8031,Denver,6,2014,13476218,12245778,,,62014Denver
8029,Delta,6,2014,,,NL,NL,62014Delta
8027,Custer,6,2014,,,NL,NL,62014Custer
8025,Crowley,6,2014,,,NL,NL,62014Crowley
8023,Costilla,6,2014,,,NR,NL,62014Costilla
8021,Conejos,6,2014,,,NL,NL,62014Conejos
8019,Clear Creek,6,2014,97965,396938,,,62014Clear Creek
8017,Cheyenne,6,2014,,,NL,NL,62014Cheyenne
8015,Chaffee,6,2014,96647,,,NL,62014Chaffee
8014,Broomfield,6,2014,,,NL,NL,62014Broomfield
8013,Boulder,6,2014,2507058,2593735,,,62014Boulder
8011,Bent,6,2014,,,NL,NL,62014Bent
8009,Baca,6,2014,,,NL,NL,62014Baca
8007,Archuleta,6,2014,,,NR,NL,62014Archuleta
8005,Arapahoe,6,2014,1425313,,,NL,62014Arapahoe
8003,Alamosa,6,2014,,,NR,NL,62014Alamosa
8001,Adams,6,2014,433176,,,NR,62014Adams
8125,Yuma,5,2014,,,NL,NL,52014Yuma
8123,Weld,5,2014,516873,694205,,,52014Weld
8121,Washington,5,2014,,,NL,NL,52014Washington
8119,Teller,5,2014,,,NR,NL,52014Teller
8117,Summit,5,2014,201566,545898,,,52014Summit
8115,Sedgwick,5,2014,,,NR,NL,52014Sedgwick
8113,San Miguel,5,2014,49679,257276,,,52014San Miguel
8111,San Juan,5,2014,,,NL,NL,52014San Juan
8109,Saguache,5,2014,,,NL,NL,52014Saguache
8107,Routt,5,2014,159620,,,NR,52014Routt
8105,Rio Grande,5,2014,,,NL,NL,52014Rio Grande
8103,Rio Blanco,5,2014,,,NL,NL,52014Rio Blanco
8101,Pueblo,5,2014,452196,1417017,,,52014Pueblo
8099,Prowers,5,2014,,,NL,NL,52014Prowers
8097,Pitkin,5,2014,95001,185390,,,52014Pitkin
8095,Phillips,5,2014,,,NL,NL,52014Phillips
8093,Park,5,2014,,,NR,NR,52014Park
8091,Ouray,5,2014,,,NR,NR,52014Ouray
8089,Otero,5,2014,,,NL,NL,52014Otero
8087,Morgan,5,2014,,,NL,NL,52014Morgan
8085,Montrose,5,2014,,,NR,NL,52014Montrose
8083,Montezuma,5,2014,120385,,,NL,52014Montezuma
8081,Moffat,5,2014,,,NR,NL,52014Moffat
8079,Mineral,5,2014,,,NL,NL,52014Mineral
8077,Mesa,5,2014,,,NR,NL,52014Mesa
8075,Logan,5,2014,,,NL,NL,52014Logan
8073,Lincoln,5,2014,,,NL,NL,52014Lincoln
8071,Las Animas,5,2014,,,NL,NL,52014Las Animas
8069,Larimer,5,2014,1116171,,,NR,52014Larimer
8065,Lake,5,2014,,,NL,NR,52014Lake
8067,La Plata,5,2014,561810,,,NL,52014La Plata
8063,Kit Carson,5,2014,,,NL,NL,52014Kit Carson
8061,Kiowa,5,2014,,,NL,NL,52014Kiowa
8059,Jefferson,5,2014,2037535,1435895,,,52014Jefferson
8057,Jackson,5,2014,,,NL,NL,52014Jackson
8055,Huerfano,5,2014,,,NL,NL,52014Huerfano
8053,Hinsdale,5,2014,,,NL,NL,52014Hinsdale
8051,Gunnison,5,2014,,,NR,NR,52014Gunnison
8049,Grand,5,2014,,,NR,NL,52014Grand
8047,Gilpin,5,2014,42979,116815,,,52014Gilpin
8045,Garfield,5,2014,434235,292839,,,52014Garfield
8043,Fremont,5,2014,239918,,,NL,52014Fremont
8039,Elbert,5,2014,,,NL,NL,52014Elbert
8041,El Paso,5,2014,5518910,,,NL,52014El Paso
8037,Eagle,5,2014,146126,,,NR,52014Eagle
8035,Douglas,5,2014,,,NL,NL,52014Douglas
8033,Dolores,5,2014,,,NL,NL,52014Dolores
8031,Denver,5,2014,14150620,11300905,,,52014Denver
8029,Delta,5,2014,,,NL,NL,52014Delta
8027,Custer,5,2014,,,NL,NL,52014Custer
8025,Crowley,5,2014,,,NL,NL,52014Crowley
8023,Costilla,5,2014,,,NR,NL,52014Costilla
8021,Conejos,5,2014,,,NL,NL,52014Conejos
8019,Clear Creek,5,2014,97349,320076,,,52014Clear Creek
8017,Cheyenne,5,2014,,,NL,NL,52014Cheyenne
8015,Chaffee,5,2014,88974,,,NL,52014Chaffee
8014,Broomfield,5,2014,,,NL,NL,52014Broomfield
8013,Boulder,5,2014,2823124,2354205,,,52014Boulder
8011,Bent,5,2014,,,NL,NL,52014Bent
8009,Baca,5,2014,,,NL,NL,52014Baca
8007,Archuleta,5,2014,,,NR,NL,52014Archuleta
8005,Arapahoe,5,2014,1511922,,,NL,52014Arapahoe
8003,Alamosa,5,2014,,,NR,NL,52014Alamosa
8001,Adams,5,2014,467977,,,NR,52014Adams
8125,Yuma,4,2014,,,NL,NL,42014Yuma
8123,Weld,4,2014,519545,521853,,,42014Weld
8121,Washington,4,2014,,,NL,NL,42014Washington
8119,Teller,4,2014,,,NR,NL,42014Teller
8117,Summit,4,2014,243097,757131,,,42014Summit
8115,Sedgwick,4,2014,,,NR,NL,42014Sedgwick
8113,San Miguel,4,2014,64107,188733,,,42014San Miguel
8111,San Juan,4,2014,,,NL,NL,42014San Juan
8109,Saguache,4,2014,,,NL,NL,42014Saguache
8107,Routt,4,2014,186308,,,NR,42014Routt
8105,Rio Grande,4,2014,,,NL,NL,42014Rio Grande
8103,Rio Blanco,4,2014,,,NL,NL,42014Rio Blanco
8101,Pueblo,4,2014,401959,1132339,,,42014Pueblo
8099,Prowers,4,2014,,,NL,NL,42014Prowers
